Date,Open,High,Low,Close,Adj Close,Volume
2000-10-06,211.18,211.18,205.97,206.57,206.57,         0
2000-10-09,206.57,206.57,203.02,206.14,206.14,         0
2000-10-10,206.14,206.68,203.49,203.60,203.60,         0
2000-10-11,203.60,203.60,199.62,202.26,202.26,         0
2000-10-12,202.26,204.00,197.96,198.62,198.62,         0
2000-10-13,198.62,205.71,197.72,205.71,205.71,         0
2000-10-16,205.71,208.00,205.45,205.94,205.94,         0
2000-10-17,205.94,206.82,200.43,200.94,200.94,         0
2000-10-18,200.94,200.94,195.20,199.81,199.81,         0
2000-10-19,199.81,206.31,199.81,206.28,206.28,         0
2000-10-20,206.28,209.25,205.86,208.73,208.73,         0
2000-10-23,208.73,210.12,208.60,210.12,210.12,         0
2000-10-24,210.12,210.93,208.50,208.51,208.51,         0
2000-10-25,208.51,208.52,203.63,204.60,204.60,         0
2000-10-26,204.60,207.24,201.60,207.24,207.24,         0
2000-10-27,207.24,208.76,206.26,207.52,207.52,         0
2000-10-30,207.52,208.95,206.37,208.57,208.57,         0
2000-10-31,208.57,218.54,208.57,218.54,218.54,         0
2000-11-01,218.54,218.54,215.08,215.54,215.54,         0
2000-11-02,215.54,219.76,215.54,219.76,219.76,         0
2000-11-03,219.76,220.59,219.13,220.59,220.59,         0
2000-11-06,220.64,220.68,218.10,218.26,218.26,         0
2000-11-07,218.26,219.18,217.35,219.18,219.18,         0
2000-11-08,219.18,219.32,216.58,216.61,216.61,         0
2000-11-09,216.61,216.61,211.39,215.20,215.20,         0
2000-11-10,215.20,215.20,209.04,209.07,209.07,         0
2000-11-13,209.07,209.07,202.75,208.89,208.89,         0
2000-11-14,208.89,212.96,208.89,212.96,212.96,         0
2000-11-15,212.96,215.77,212.49,215.31,215.31,         0
2000-11-16,215.31,215.39,211.37,211.82,211.82,         0
2000-11-17,211.82,214.02,211.45,212.58,212.58,         0
2000-11-20,212.58,212.58,207.04,207.48,207.48,         0
2000-11-21,207.48,208.14,205.53,205.90,205.90,         0
2000-11-22,205.90,205.90,201.00,202.53,202.53,         0
2000-11-24,202.53,208.17,202.53,208.17,208.17,         0
2000-11-27,208.17,210.69,208.17,208.46,208.46,         0
2000-11-28,208.46,208.51,201.89,201.92,201.92,         0
2000-11-29,201.92,202.34,199.16,200.18,200.18,         0
2000-11-30,200.18,200.18,194.30,195.64,195.64,         0
2000-12-01,195.64,202.70,195.64,201.15,201.15,         0
2000-12-04,201.15,201.68,199.47,199.90,199.90,         0
2000-12-05,199.90,208.37,199.90,208.29,208.29,         0
2000-12-06,208.29,209.31,205.19,205.30,205.30,         0
2000-12-07,205.30,205.52,203.80,205.15,205.15,         0
2000-12-08,205.15,211.75,205.15,211.75,211.75,         0
2000-12-11,211.75,216.65,211.75,216.65,216.65,         0
2000-12-12,216.65,216.65,213.76,213.78,213.78,         0
2000-12-13,213.77,214.61,210.35,211.34,211.34,         0
2000-12-14,211.34,211.34,206.70,207.22,207.22,         0
2000-12-15,207.22,207.22,204.12,206.98,206.98,         0
2000-12-18,206.96,209.53,206.96,208.76,208.76,         0
2000-12-19,208.76,210.42,206.87,207.07,207.07,         0
2000-12-20,207.07,207.07,199.59,200.46,200.46,         0
2000-12-21,200.46,203.02,198.93,201.73,201.73,         0
2000-12-22,201.73,208.73,201.73,208.50,208.50,         0
2000-12-26,208.50,210.95,208.11,210.19,210.19,         0
2000-12-27,210.19,217.03,209.16,217.02,217.02,         0
2000-12-28,217.02,223.65,216.21,223.52,223.52,         0
2000-12-29,223.52,225.07,219.33,219.59,219.59,         0
2001-01-02,219.59,219.61,209.52,209.99,209.99,         0
2001-01-03,209.99,219.16,208.60,219.16,219.16,         0
2001-01-04,219.16,219.19,215.41,215.80,215.80,         0
2001-01-05,215.80,215.95,210.11,210.59,210.59,         0
2001-01-08,210.59,210.70,208.88,210.51,210.51,         0
2001-01-09,210.51,212.73,210.30,210.33,210.33,         0
2001-01-10,210.33,215.80,209.30,215.62,215.62,         0
2001-01-11,210.33,220.10,210.33,219.76,219.76,         0
2001-01-12,219.76,221.14,218.43,220.90,220.90,         0
2001-01-16,220.90,222.87,219.45,222.59,222.59,         0
2001-01-17,222.59,226.82,222.59,222.87,222.87,         0
2001-01-18,222.86,224.09,221.65,224.01,224.01,         0
2001-01-19,224.00,224.62,220.56,220.81,220.81,         0
2001-01-22,220.81,221.64,219.96,221.12,221.12,         0
2001-01-23,221.12,226.22,221.12,226.19,226.19,         0
2001-01-24,226.19,227.39,225.60,226.13,226.13,         0
2001-01-25,226.13,226.58,225.03,225.54,225.54,         0
2001-01-26,225.53,225.71,223.42,225.35,225.35,         0
2001-01-29,225.35,228.85,225.20,228.85,228.85,         0
2001-01-30,228.85,229.17,227.93,229.16,229.16,         0
2001-01-31,229.16,231.42,228.74,228.89,228.89,         0
2001-02-01,228.89,229.85,227.62,229.79,229.79,         0
2001-02-02,229.79,230.41,226.91,227.13,227.13,         0
2001-02-05,227.13,227.24,226.12,227.11,227.11,         0
2001-02-06,227.12,229.99,226.99,229.38,229.38,         0
2001-02-07,229.38,231.20,227.93,230.98,230.98,         0
2001-02-08,230.98,231.08,228.29,228.73,228.73,         0
2001-02-09,228.73,228.73,225.06,225.94,225.94,         0
2001-02-12,225.94,231.01,225.37,231.01,231.01,         0
2001-02-13,231.01,233.82,229.99,230.02,230.02,         0
2001-02-14,230.02,230.84,228.36,230.84,230.84,         0
2001-02-15,230.84,233.62,230.84,232.63,232.63,         0
2001-02-16,232.63,232.63,227.09,227.98,227.98,         0
2001-02-20,227.98,228.40,224.24,224.69,224.69,         0
2001-02-21,224.69,224.69,220.35,220.65,220.65,         0
2001-02-22,220.65,220.65,216.23,217.35,217.35,         0
2001-02-23,217.35,217.68,211.71,217.68,217.68,         0
2001-02-26,217.68,222.53,217.68,222.53,222.53,         0
2001-02-27,222.53,222.53,217.83,217.83,217.83,         0
2001-02-28,217.83,218.07,214.17,214.77,214.77,         0
2001-03-01,214.77,214.77,211.16,214.74,214.74,         0
2001-03-02,214.74,218.22,212.68,216.61,216.61,         0
2001-03-05,216.61,217.99,216.59,216.93,216.93,         0
2001-03-06,216.93,220.04,216.93,218.93,218.93,         0
2001-03-07,218.93,221.58,218.93,220.80,220.80,         0
2001-03-08,220.80,220.90,219.55,219.71,219.71,         0
2001-03-09,219.71,219.71,215.87,216.26,216.26,         0
2001-03-12,216.26,216.26,209.37,209.38,209.38,         0
2001-03-13,209.38,210.95,207.13,210.93,210.93,         0
2001-03-14,210.91,210.91,205.87,207.47,207.47,         0
2001-03-15,207.47,209.24,206.51,206.54,206.54,         0
2001-03-16,206.52,207.01,201.18,201.18,201.18,         0
2001-03-19,201.18,205.44,200.46,205.44,205.44,         0
2001-03-20,205.44,208.08,203.21,203.39,203.39,         0
2001-03-21,203.39,203.68,198.59,199.17,199.17,         0
2001-03-22,199.17,199.17,191.97,197.42,197.42,         0
2001-03-23,197.42,202.62,197.42,202.41,202.41,         0
2001-03-26,202.41,205.57,202.41,204.53,204.53,         0
2001-03-27,204.53,206.76,203.10,206.76,206.76,         0
2001-03-28,206.76,206.76,201.69,201.69,201.69,         0
2001-03-29,201.69,202.95,199.86,200.56,200.56,         0
2001-03-30,200.56,204.82,200.56,204.78,204.78,         0
2001-04-02,204.78,204.78,198.94,198.96,198.96,         0
2001-04-03,198.96,198.96,192.15,193.05,193.05,         0
2001-04-04,193.05,194.29,191.95,192.86,192.86,         0
2001-04-05,192.86,201.66,192.86,201.64,201.64,         0
2001-04-06,201.64,201.64,197.29,197.50,197.50,         0
2001-04-09,197.50,200.69,197.50,200.40,200.40,         0
2001-04-10,200.41,205.38,200.40,205.06,205.06,         0
2001-04-11,205.06,208.37,204.06,204.41,204.41,         0
2001-04-12,204.39,206.89,203.46,206.88,206.88,         0
2001-04-16,206.88,206.88,204.82,205.24,205.24,         0
2001-04-17,205.24,207.10,204.51,207.08,207.08,         0
2001-04-18,207.09,214.41,207.09,211.81,211.81,         0
2001-04-19,211.81,214.54,211.38,214.53,214.53,         0
2001-04-20,214.53,214.53,210.03,211.62,211.62,         0
2001-04-23,211.62,211.62,208.90,209.30,209.30,         0
2001-04-24,209.30,211.08,208.82,209.41,209.41,         0
2001-04-25,209.41,214.50,209.25,214.48,214.48,         0
2001-04-26,214.48,218.31,214.46,217.23,217.23,         0
2001-04-27,217.23,219.61,217.23,219.61,219.61,         0
2001-04-30,219.61,222.10,219.61,220.27,220.27,         0
2001-05-01,220.27,222.36,218.93,222.36,222.36,         0
2001-05-02,222.36,222.95,220.67,222.62,222.62,         0
2001-05-03,222.62,222.62,219.24,220.00,220.00,         0
2001-05-04,219.99,222.05,217.52,222.05,222.05,         0
2001-05-07,222.05,222.94,221.06,221.15,221.15,         0
2001-05-08,221.68,222.51,220.70,222.51,222.51,         0
2001-05-09,222.51,223.30,221.09,222.45,222.45,         0
2001-05-10,222.44,224.24,222.44,222.61,222.61,         0
2001-05-11,222.61,222.95,220.98,221.26,221.26,         0
2001-05-14,221.26,221.45,220.32,221.45,221.45,         0
2001-05-15,221.45,223.41,221.29,222.98,222.98,         0
2001-05-16,222.98,226.68,222.03,226.50,226.50,         0
2001-05-17,226.50,230.07,226.50,229.93,229.93,         0
2001-05-18,229.93,231.31,229.37,231.04,231.04,         0
2001-05-21,231.04,235.36,231.04,235.36,235.36,         0
2001-05-22,235.36,238.00,234.52,236.76,236.76,         0
2001-05-23,236.76,236.76,231.53,231.53,231.53,         0
2001-05-24,231.53,231.68,228.98,231.45,231.45,         0
2001-05-25,231.45,231.62,230.57,230.70,230.70,         0
2001-05-29,230.70,230.71,227.81,227.81,227.81,         0
2001-05-30,227.81,227.81,223.41,223.82,223.82,         0
2001-05-31,223.82,226.51,223.80,224.32,224.32,         0
2001-06-01,224.32,226.98,223.72,226.85,226.85,         0
2001-06-04,226.85,229.19,226.85,229.19,229.19,         0
2001-06-05,229.19,233.13,229.19,233.08,233.08,         0
2001-06-06,233.08,233.08,230.87,230.94,230.94,         0
2001-06-07,230.94,232.18,230.46,232.16,232.16,         0
2001-06-08,232.16,232.26,230.05,231.04,231.04,         0
2001-06-11,231.04,231.14,228.39,229.08,229.08,         0
2001-06-12,229.08,229.34,226.12,228.94,228.94,         0
2001-06-13,228.94,230.36,228.28,228.28,228.28,         0
2001-06-14,228.28,228.28,223.13,223.49,223.49,         0
2001-06-15,223.49,223.50,221.32,222.13,222.13,         0
2001-06-18,222.13,222.76,220.19,220.21,220.21,         0
2001-06-19,220.21,222.37,219.44,219.45,219.45,         0
2001-06-20,219.45,221.72,218.65,221.66,221.66,         0
2001-06-21,221.66,223.40,221.36,223.21,223.21,         0
2001-06-22,223.21,223.21,219.30,219.45,219.45,         0
2001-06-25,219.44,220.41,217.72,217.90,217.90,         0
2001-06-26,217.90,220.87,216.84,220.79,220.79,         0
2001-06-27,220.79,223.25,220.73,223.20,223.20,         0
2001-06-28,223.19,226.60,223.19,226.43,226.43,         0
2001-06-29,226.43,231.66,226.33,231.66,231.66,         0
2001-07-02,232.41,232.45,228.24,228.27,228.27,         0
2001-07-03,228.27,228.27,226.85,227.46,227.46,         0
2001-07-05,227.45,227.45,226.16,226.40,226.40,         0
2001-07-06,226.40,226.40,221.77,222.40,222.40,         0
2001-07-09,222.40,223.11,221.42,222.79,222.79,         0
2001-07-10,222.78,223.62,219.96,220.25,220.25,         0
2001-07-11,220.25,220.25,217.81,219.76,219.76,         0
2001-07-12,219.77,225.76,219.74,225.76,225.76,         0
2001-07-13,225.77,227.10,224.93,226.82,226.82,         0
2001-07-16,226.82,227.48,224.37,224.42,224.42,         0
2001-07-17,224.42,227.11,223.28,227.11,227.11,         0
2001-07-18,227.11,227.11,225.01,225.21,225.21,         0
2001-07-19,225.21,228.30,225.21,226.90,226.90,         0
2001-07-20,226.90,227.62,225.86,227.49,227.49,         0
2001-07-23,227.48,228.42,225.63,225.70,225.70,         0
2001-07-24,225.71,225.71,221.10,221.84,221.84,         0
2001-07-25,227.48,228.42,225.63,225.70,225.70,         0
2001-07-26,222.96,227.24,222.84,227.24,227.24,         0
2001-07-27,227.24,228.50,226.60,228.23,228.23,         0
2001-07-30,228.23,228.55,227.10,228.50,228.50,         0
2001-07-31,228.50,230.14,227.78,228.42,228.42,         0
2001-08-01,228.42,230.09,228.27,229.43,229.43,         0
2001-08-02,229.43,230.28,228.35,229.57,229.57,         0
2001-08-03,229.57,229.81,226.59,229.00,229.00,         0
2001-08-06,229.00,229.00,225.60,225.60,225.60,         0
2001-08-07,225.60,225.72,224.16,225.54,225.54,         0
2001-08-08,225.54,226.74,221.96,222.45,222.45,         0
2001-08-09,222.45,223.46,221.38,223.46,223.46,         0
2001-08-10,223.45,224.54,221.85,224.24,224.24,         0
2001-08-13,224.25,225.66,224.06,225.22,225.22,         0
2001-08-14,225.22,227.50,225.22,226.91,226.91,         0
2001-08-15,226.91,227.55,225.67,227.50,227.50,         0
2001-08-16,227.51,228.83,225.47,228.82,228.82,         0
2001-08-17,228.82,228.82,226.26,227.05,227.05,         0
2001-08-20,227.05,227.76,225.76,227.71,227.71,         0
2001-08-21,227.71,228.18,224.95,224.96,224.96,         0
2001-08-22,224.96,226.50,224.07,226.46,226.46,         0
2001-08-23,226.46,227.74,225.02,225.04,225.04,         0
2001-08-24,225.04,227.57,225.02,227.49,227.49,         0
2001-08-27,227.49,228.27,226.88,226.95,226.95,         0
2001-08-28,226.95,227.14,225.32,225.47,225.47,         0
2001-08-29,225.47,226.16,224.26,225.27,225.27,         0
2001-08-30,225.27,225.27,221.98,223.22,223.22,         0
2001-08-31,223.21,224.17,222.59,223.04,223.04,         0
2001-09-04,223.04,225.47,223.04,223.15,223.15,         0
2001-09-05,223.15,223.28,219.75,221.32,221.32,         0
2001-09-06,221.32,221.32,217.46,217.76,217.76,         0
2001-09-07,217.76,217.76,212.69,213.75,213.75,         0
2001-09-10,213.75,213.75,209.41,210.31,210.31,         0
2001-09-17,210.31,210.31,199.69,199.69,199.69,         0
2001-09-18,199.69,200.13,195.37,196.10,196.10,         0
2001-09-19,196.10,196.69,186.46,191.32,191.32,         0
2001-09-20,191.32,191.32,184.38,184.74,184.74,         0
2001-09-21,184.74,184.74,178.36,181.09,181.09,         0
2001-09-24,181.09,188.00,181.09,188.00,188.00,         0
2001-09-25,188.00,189.87,187.67,189.15,189.15,         0
2001-09-26,189.15,189.61,186.02,186.41,186.41,         0
2001-09-27,186.41,188.05,184.09,187.94,187.94,         0
2001-09-28,187.94,192.87,187.94,192.77,192.77,         0
2001-10-01,192.77,192.77,187.38,188.82,188.82,         0
2001-10-02,188.82,191.20,188.82,191.02,191.02,         0
2001-10-03,191.02,197.77,189.93,197.41,197.41,         0
2001-10-04,197.40,200.35,197.36,198.56,198.56,         0
2001-10-05,198.56,198.56,194.50,197.46,197.46,         0
2001-10-08,197.46,197.52,195.41,196.20,196.20,         0
2001-10-09,196.20,196.32,194.11,194.12,194.12,         0
2001-10-10,194.12,200.89,194.12,200.89,200.89,         0
2001-10-11,200.89,205.97,200.86,204.90,204.90,         0
2001-10-12,204.90,204.90,200.63,203.35,203.35,         0
2001-10-15,203.35,203.92,201.48,203.92,203.92,         0
2001-10-16,203.92,205.77,203.87,205.77,205.77,         0
2001-10-17,205.77,206.74,201.28,201.28,201.28,         0
2001-10-18,201.28,201.30,199.21,199.44,199.44,         0
2001-10-19,199.44,202.13,198.85,201.84,201.84,         0
2001-10-22,201.84,204.40,201.50,204.40,204.40,         0
2001-10-23,204.40,205.36,202.83,202.85,202.85,         0
2001-10-24,202.85,203.13,202.37,202.85,202.85,         0
2001-10-25,202.85,206.68,200.65,206.64,206.64,         0
2001-10-26,206.64,208.65,206.26,208.63,208.63,         0
2001-10-29,208.63,208.66,204.08,204.10,204.10,         0
2001-10-30,204.10,204.10,199.69,200.63,200.63,         0
2001-10-31,200.63,203.93,200.63,202.94,202.94,         0
2001-11-01,202.94,206.13,201.68,206.13,206.13,         0
2001-11-02,206.13,206.82,205.07,205.85,205.85,         0
2001-11-05,205.85,208.13,205.85,207.91,207.91,         0
2001-11-06,207.91,209.70,206.95,209.69,209.69,         0
2001-11-07,209.69,210.76,208.94,209.41,209.41,         0
2001-11-08,209.41,211.39,208.15,208.37,208.37,         0
