Date,U33CUO
2000-01-01,3550000000.00
2000-02-01,3903000000.00
2000-03-01,3805000000.00
2000-04-01,3667000000.00
2000-05-01,3528000000.00
2000-06-01,3243000000.00
2000-07-01,3012000000.00
2000-08-01,2777000000.00
2000-09-01,2616000000.00
2000-10-01,2706000000.00
2000-11-01,2796000000.00
2000-12-01,2805000000.00
2001-01-01,2842000000.00
2001-02-01,2974000000.00
2001-03-01,2809000000.00
2001-04-01,2731000000.00
2001-05-01,2746000000.00
2001-06-01,2627000000.00
2001-07-01,2562000000.00
2001-08-01,2619000000.00
2001-09-01,2509000000.00
2001-10-01,2422000000.00
2001-11-01,2447000000.00
2001-12-01,2580000000.00
2002-01-01,2859000000.00
2002-02-01,2924000000.00
2002-03-01,2861000000.00
2002-04-01,3069000000.00
2002-05-01,2943000000.00
2002-06-01,2772000000.00
2002-07-01,2612000000.00
2002-08-01,2648000000.00
2002-09-01,2358000000.00
2002-10-01,2453000000.00
2002-11-01,2493000000.00
2002-12-01,2618000000.00
2003-01-01,2725000000.00
2003-02-01,2731000000.00
2003-03-01,2658000000.00
2003-04-01,2798000000.00
2003-05-01,2848000000.00
2003-06-01,2568000000.00
2003-07-01,2748000000.00
2003-08-01,2762000000.00
2003-09-01,2739000000.00
2003-10-01,2722000000.00
2003-11-01,3189000000.00
2003-12-01,3450000000.00
2004-01-01,3872000000.00
2004-02-01,5231000000.00
2004-03-01,5701000000.00
2004-04-01,6087000000.00
2004-05-01,5884000000.00
2004-06-01,5483000000.00
2004-07-01,5103000000.00
2004-08-01,5159000000.00
2004-09-01,5165000000.00
2004-10-01,5526000000.00
2004-11-01,5983000000.00
2004-12-01,6606000000.00
2005-01-01,7579000000.00
2005-02-01,8206000000.00
2005-03-01,8188000000.00
2005-04-01,8493000000.00
2005-05-01,8600000000.00
2005-06-01,8824000000.00
2005-07-01,8484000000.00
2005-08-01,9097000000.00
2005-09-01,8558000000.00
2005-10-01,9112000000.00
2005-11-01,9818000000.00
2005-12-01,10489000000.00
2006-01-01,10870000000.00
2006-02-01,11209000000.00
2006-03-01,11060000000.00
2006-04-01,11188000000.00
2006-05-01,11455000000.00
2006-06-01,11559000000.00
2006-07-01,10999000000.00
2006-08-01,10520000000.00
2006-09-01,11638000000.00
2006-10-01,12958000000.00
2006-11-01,13477000000.00
2006-12-01,14356000000.00
2007-01-01,14865000000.00
2007-02-01,14749000000.00
2007-03-01,16431000000.00
2007-04-01,16630000000.00
2007-05-01,15722000000.00
2007-06-01,15271000000.00
2007-07-01,16495000000.00
2007-08-01,16677000000.00
2007-09-01,15930000000.00
2007-10-01,15104000000.00
2007-11-01,14963000000.00
2007-12-01,15442000000.00
2008-01-01,16458000000.00
2008-02-01,15503000000.00
2008-03-01,18072000000.00
2008-04-01,19074000000.00
2008-05-01,19671000000.00
2008-06-01,19353000000.00
2008-07-01,19800000000.00
2008-08-01,20127000000.00
2008-09-01,20121000000.00
2008-10-01,19331000000.00
2008-11-01,18533000000.00
2008-12-01,17363000000.00
2009-01-01,16218000000.00
2009-02-01,15155000000.00
2009-03-01,13576000000.00
2009-04-01,12558000000.00
2009-05-01,11546000000.00
2009-06-01,10684000000.00
2009-07-01,10343000000.00
2009-08-01,9731000000.00
2009-09-01,10111000000.00
2009-10-01,9677000000.00
2009-11-01,9164000000.00
2009-12-01,8927000000.00
2010-01-01,8966000000.00
2010-02-01,8823000000.00
2010-03-01,9345000000.00
2010-04-01,9470000000.00
2010-05-01,9996000000.00
2010-06-01,9567000000.00
2010-07-01,9909000000.00
2010-08-01,10101000000.00
2010-09-01,10405000000.00
2010-10-01,10597000000.00
2010-11-01,11305000000.00
2010-12-01,11941000000.00
2011-01-01,12656000000.00
2011-02-01,13127000000.00
2011-03-01,13234000000.00
2011-04-01,13629000000.00
2011-05-01,13580000000.00
2011-06-01,13589000000.00
2011-07-01,14173000000.00
2011-08-01,13035000000.00
2011-09-01,13299000000.00
2011-10-01,13840000000.00
2011-11-01,13725000000.00
2011-12-01,13655000000.00
2012-01-01,14693000000.00
2012-02-01,15430000000.00
2012-03-01,15370000000.00
2012-04-01,15574000000.00
2012-05-01,15481000000.00
2012-06-01,14740000000.00
2012-07-01,13980000000.00
2012-08-01,13224000000.00
2012-09-01,12585000000.00
2012-10-01,12385000000.00
2012-11-01,11428000000.00
2012-12-01,10514000000.00
2013-01-01,11563000000.00
2013-02-01,11173000000.00
2013-03-01,10172000000.00
2013-04-01,9476000000.00
2013-05-01,8884000000.00
2013-06-01,8076000000.00
2013-07-01,7302000000.00
2013-08-01,7160000000.00
2013-09-01,6950000000.00
2013-10-01,6757000000.00
2013-11-01,6732000000.00
2013-12-01,6879000000.00
2014-01-01,7665000000.00
2014-02-01,8125000000.00
2014-03-01,8493000000.00
2014-04-01,8841000000.00
2014-05-01,8974000000.00
2014-06-01,8768000000.00
2014-07-01,8403000000.00
2014-08-01,8509000000.00
2014-09-01,8208000000.00
2014-10-01,7783000000.00
2014-11-01,7537000000.00
2014-12-01,7355000000.00
2015-01-01,7447000000.00
2015-02-01,7422000000.00
2015-03-01,6813000000.00
2015-04-01,6620000000.00
2015-05-01,6270000000.00
2015-06-01,5909000000.00
2015-07-01,5390000000.00
2015-08-01,5396000000.00
2015-09-01,5174000000.00
2015-10-01,4997000000.00
2015-11-01,4981000000.00
2015-12-01,5004000000.00
2016-01-01,5367000000.00
2016-02-01,5487000000.00
2016-03-01,5329000000.00
2016-04-01,5127000000.00
2016-05-01,4754000000.00
2016-06-01,4338000000.00
2016-07-01,4232000000.00
2016-08-01,4203000000.00
2016-09-01,3998000000.00
2016-10-01,4026000000.00
2016-11-01,4425000000.00
2016-12-01,4681000000.00
2017-01-01,5106000000.00
2017-02-01,5281000000.00
2017-03-01,5506000000.00
2017-04-01,5771000000.00
2017-05-01,5718000000.00
2017-06-01,5465000000.00
2017-07-01,5702000000.00
2017-08-01,5809000000.00
2017-09-01,5984000000.00
2017-10-01,6289000000.00
2017-11-01,6001000000.00
2017-12-01,5998000000.00
2018-01-01,6422000000.00
2018-02-01,6640000000.00
2018-03-01,6634000000.00
2018-04-01,6422000000.00
