Date,U12BVS
2017-03-01,3902000000.00
2017-04-01,3752000000.00
2017-05-01,3905000000.00
2017-06-01,3918000000.00
2017-07-01,3903000000.00
2017-08-01,3996000000.00
2017-09-01,3728000000.00
2017-10-01,3525000000.00
2017-11-01,3691000000.00
2017-12-01,3935000000.00
2018-01-01,3747000000.00
2018-02-01,3698000000.00
2018-03-01,3989000000.00
2018-04-01,3522000000.00
