Date,LNU05000000
1984-11-01,63020000.00
1984-12-01,63278000.00
1985-01-01,63909000.00
1985-02-01,63924000.00
1985-03-01,63273000.00
1985-04-01,63474000.00
1985-05-01,63054000.00
1985-06-01,61524000.00
1985-07-01,60727000.00
1985-08-01,61726000.00
1985-09-01,62721000.00
1985-10-01,62425000.00
1985-11-01,62843000.00
1985-12-01,63332000.00
1986-01-01,64239000.00
1986-02-01,64096000.00
1986-03-01,63675000.00
1986-04-01,63831000.00
1986-05-01,63112000.00
1986-06-01,60859000.00
1986-07-01,60379000.00
1986-08-01,61357000.00
1986-09-01,62752000.00
1986-10-01,62487000.00
1986-11-01,62740000.00
1986-12-01,63498000.00
1987-01-01,64124000.00
1987-02-01,64031000.00
1987-03-01,63826000.00
1987-04-01,63997000.00
1987-05-01,62838000.00
1987-06-01,61550000.00
1987-07-01,60779000.00
1987-08-01,61388000.00
1987-09-01,63277000.00
1987-10-01,62567000.00
1987-11-01,62859000.00
1987-12-01,63414000.00
1988-01-01,64079000.00
1988-02-01,64026000.00
1988-03-01,64154000.00
1988-04-01,63968000.00
1988-05-01,63599000.00
1988-06-01,61534000.00
1988-07-01,60841000.00
1988-08-01,61434000.00
1988-09-01,63119000.00
1988-10-01,62682000.00
1988-11-01,62605000.00
1988-12-01,63282000.00
1989-01-01,63549000.00
1989-02-01,63871000.00
1989-03-01,63674000.00
1989-04-01,63448000.00
1989-05-01,62985000.00
1989-06-01,60760000.00
1989-07-01,60245000.00
1989-08-01,61155000.00
1989-09-01,62899000.00
1989-10-01,62455000.00
1989-11-01,62353000.00
1989-12-01,63167000.00
1990-01-01,64055000.00
1990-02-01,64029000.00
1990-03-01,63792000.00
1990-04-01,63941000.00
1990-05-01,63231000.00
1990-06-01,61651000.00
1990-07-01,61169000.00
1990-08-01,62238000.00
1990-09-01,63743000.00
1990-10-01,63644000.00
1990-11-01,64013000.00
1990-12-01,64382000.00
1991-01-01,65540000.00
1991-02-01,65209000.00
1991-03-01,64946000.00
1991-04-01,64819000.00
1991-05-01,64786000.00
1991-06-01,62656000.00
1991-07-01,62488000.00
1991-08-01,63919000.00
1991-09-01,64876000.00
1991-10-01,64861000.00
1991-11-01,65190000.00
1991-12-01,65649000.00
1992-01-01,65839000.00
1992-02-01,65642000.00
1992-03-01,65361000.00
1992-04-01,65443000.00
1992-05-01,64725000.00
1992-06-01,62467000.00
1992-07-01,61982000.00
1992-08-01,63342000.00
1992-09-01,65033000.00
1992-10-01,65444000.00
1992-11-01,65376000.00
1992-12-01,65749000.00
1993-01-01,66776000.00
1993-02-01,66457000.00
1993-03-01,66419000.00
1993-04-01,66781000.00
1993-05-01,65600000.00
1993-06-01,63659000.00
1993-07-01,63308000.00
1993-08-01,64391000.00
1993-09-01,66284000.00
1993-10-01,65759000.00
1993-11-01,65963000.00
1993-12-01,66257000.00
1994-01-01,66561000.00
1994-02-01,66325000.00
1994-03-01,66495000.00
1994-04-01,66681000.00
1994-05-01,65908000.00
1994-06-01,64578000.00
1994-07-01,64076000.00
1994-08-01,64682000.00
1994-09-01,66093000.00
1994-10-01,65550000.00
1994-11-01,65738000.00
1994-12-01,66347000.00
1995-01-01,67055000.00
1995-02-01,66857000.00
1995-03-01,66584000.00
1995-04-01,66492000.00
1995-05-01,66547000.00
1995-06-01,65005000.00
1995-07-01,64175000.00
1995-08-01,65418000.00
1995-09-01,66664000.00
1995-10-01,66329000.00
1995-11-01,66733000.00
1995-12-01,67500000.00
1996-01-01,68238000.00
1996-02-01,67777000.00
1996-03-01,67229000.00
1996-04-01,67589000.00
1996-05-01,66721000.00
1996-06-01,65376000.00
1996-07-01,64369000.00
1996-08-01,65836000.00
1996-09-01,66831000.00
1996-10-01,66258000.00
1996-11-01,66489000.00
1996-12-01,67053000.00
1997-01-01,67968000.00
1997-02-01,67854000.00
1997-03-01,66989000.00
1997-04-01,67494000.00
1997-05-01,66870000.00
1997-06-01,65443000.00
1997-07-01,64835000.00
1997-08-01,65904000.00
1997-09-01,67195000.00
1997-10-01,67102000.00
1997-11-01,67029000.00
1997-12-01,67356000.00
1998-01-01,68287000.00
1998-02-01,68115000.00
1998-03-01,67580000.00
1998-04-01,68352000.00
1998-05-01,67659000.00
1998-06-01,66287000.00
1998-07-01,65934000.00
1998-08-01,67100000.00
1998-09-01,67796000.00
1998-10-01,67664000.00
1998-11-01,67816000.00
1998-12-01,67973000.00
1999-01-01,68776000.00
1999-02-01,68671000.00
1999-03-01,68618000.00
1999-04-01,68996000.00
1999-05-01,68508000.00
1999-06-01,66966000.00
1999-07-01,66709000.00
1999-08-01,67948000.00
1999-09-01,69048000.00
1999-10-01,68722000.00
1999-11-01,68771000.00
1999-12-01,68891000.00
2000-01-01,70182000.00
2000-02-01,69801000.00
2000-03-01,69649000.00
2000-04-01,69879000.00
2000-05-01,70097000.00
2000-06-01,68592000.00
2000-07-01,68880000.00
2000-08-01,69744000.00
2000-09-01,71014000.00
2000-10-01,70720000.00
2000-11-01,70744000.00
2000-12-01,70627000.00
2001-01-01,71060000.00
2001-02-01,71010000.00
2001-03-01,70641000.00
2001-04-01,71499000.00
2001-05-01,71709000.00
2001-06-01,70397000.00
2001-07-01,70083000.00
2001-08-01,71594000.00
2001-09-01,72064000.00
2001-10-01,71843000.00
2001-11-01,72130000.00
2001-12-01,72273000.00
2002-01-01,73278000.00
2002-02-01,72397000.00
2002-03-01,72490000.00
2002-04-01,72848000.00
2002-05-01,72671000.00
2002-06-01,71468000.00
2002-07-01,71441000.00
2002-08-01,72300000.00
2002-09-01,72940000.00
2002-10-01,73019000.00
2002-11-01,73695000.00
2002-12-01,73934000.00
2003-01-01,74596000.00
2003-02-01,74421000.00
2003-03-01,74516000.00
2003-04-01,74615000.00
2003-05-01,74701000.00
2003-06-01,72897000.00
2003-07-01,73430000.00
2003-08-01,74540000.00
2003-09-01,75612000.00
2003-10-01,75252000.00
2003-11-01,75310000.00
2003-12-01,76007000.00
2004-01-01,76093000.00
2004-02-01,76203000.00
2004-03-01,76025000.00
2004-04-01,76497000.00
2004-05-01,76308000.00
2004-06-01,74718000.00
2004-07-01,74204000.00
2004-08-01,75511000.00
2004-09-01,76755000.00
2004-10-01,76214000.00
2004-11-01,76176000.00
2004-12-01,76763000.00
2005-01-01,77712000.00
2005-02-01,77392000.00
2005-03-01,77492000.00
2005-04-01,77167000.00
2005-05-01,76792000.00
2005-06-01,75584000.00
2005-07-01,75031000.00
2005-08-01,75952000.00
2005-09-01,76855000.00
2005-10-01,76655000.00
2005-11-01,76964000.00
2005-12-01,77550000.00
2006-01-01,78463000.00
2006-02-01,78077000.00
2006-03-01,77948000.00
2006-04-01,77990000.00
2006-05-01,77732000.00
2006-06-01,76114000.00
2006-07-01,75704000.00
2006-08-01,76702000.00
2006-09-01,77785000.00
2006-10-01,77278000.00
2006-11-01,77315000.00
2006-12-01,77537000.00
2007-01-01,78726000.00
2007-02-01,78955000.00
2007-03-01,78798000.00
2007-04-01,79423000.00
2007-05-01,79130000.00
2007-06-01,77460000.00
2007-07-01,77087000.00
2007-08-01,78717000.00
2007-09-01,79061000.00
2007-10-01,79200000.00
2007-11-01,78904000.00
2007-12-01,79451000.00
2008-01-01,79788000.00
2008-02-01,80306000.00
2008-03-01,79860000.00
2008-04-01,79990000.00
2008-05-01,79402000.00
2008-06-01,78045000.00
2008-07-01,77564000.00
2008-08-01,78719000.00
2008-09-01,79851000.00
2008-10-01,79601000.00
2008-11-01,80204000.00
2008-12-01,80686000.00
2009-01-01,81293000.00
2009-02-01,81109000.00
2009-03-01,81358000.00
2009-04-01,81437000.00
2009-05-01,81116000.00
2009-06-01,79734000.00
2009-07-01,79614000.00
2009-08-01,81190000.00
2009-09-01,82706000.00
2009-10-01,82915000.00
2009-11-01,83204000.00
2009-12-01,84231000.00
2010-01-01,83876000.00
2010-02-01,83804000.00
2010-03-01,83499000.00
2010-04-01,83418000.00
2010-05-01,83633000.00
2010-06-01,82923000.00
2010-07-01,82620000.00
2010-08-01,83421000.00
2010-09-01,84468000.00
2010-10-01,84878000.00
2010-11-01,85017000.00
2010-12-01,85733000.00
2011-01-01,86168000.00
2011-02-01,86216000.00
2011-03-01,85977000.00
2011-04-01,86248000.00
2011-05-01,85864000.00
2011-06-01,84951000.00
2011-07-01,84859000.00
2011-08-01,85528000.00
2011-09-01,86049000.00
2011-10-01,86181000.00
2011-11-01,86757000.00
2011-12-01,87212000.00
2012-01-01,88784000.00
2012-02-01,88322000.00
2012-03-01,88288000.00
2012-04-01,88879000.00
2012-05-01,87968000.00
2012-06-01,86770000.00
2012-07-01,86828000.00
2012-08-01,88311000.00
2012-09-01,88697000.00
2012-10-01,88204000.00
2012-11-01,89221000.00
2012-12-01,89445000.00
2013-01-01,89868000.00
2013-02-01,90100000.00
2013-03-01,90483000.00
2013-04-01,90436000.00
2013-05-01,89629000.00
2013-06-01,88463000.00
2013-07-01,88560000.00
2013-08-01,89988000.00
2013-09-01,90632000.00
2013-10-01,91463000.00
2013-11-01,91521000.00
2013-12-01,92338000.00
2014-01-01,92534000.00
2014-02-01,92058000.00
2014-03-01,91630000.00
2014-04-01,92594000.00
2014-05-01,91782000.00
2014-06-01,90817000.00
2014-07-01,90451000.00
2014-08-01,91794000.00
2014-09-01,92543000.00
2014-10-01,92041000.00
2014-11-01,92547000.00
2014-12-01,93506000.00
2015-01-01,93674000.00
2015-02-01,93686000.00
2015-03-01,93762000.00
2015-04-01,93712000.00
2015-05-01,92736000.00
2015-06-01,92380000.00
2015-07-01,92349000.00
2015-08-01,93706000.00
2015-09-01,94718000.00
2015-10-01,94228000.00
2015-11-01,94407000.00
2015-12-01,94691000.00
2016-01-01,95051000.00
2016-02-01,94298000.00
2016-03-01,93914000.00
2016-04-01,94481000.00
2016-05-01,94374000.00
2016-06-01,93262000.00
2016-07-01,92916000.00
2016-08-01,94054000.00
2016-09-01,94456000.00
2016-10-01,94539000.00
2016-11-01,95089000.00
2016-12-01,95774000.00
2017-01-01,95406000.00
2017-02-01,94764000.00
2017-03-01,94502000.00
2017-04-01,94771000.00
2017-05-01,94788000.00
2017-06-01,93621000.00
2017-07-01,93240000.00
2017-08-01,94494000.00
2017-09-01,94513000.00
2017-10-01,95301000.00
2017-11-01,95483000.00
2017-12-01,96230000.00
2018-01-01,96743000.00
2018-02-01,95439000.00
2018-03-01,95549000.00
2018-04-01,95992000.00
2018-05-01,95689000.00
