Date,U33CTI
2015-02-01,5902000000.00
2015-03-01,5984000000.00
2015-04-01,6198000000.00
2015-05-01,6073000000.00
2015-06-01,5997000000.00
2015-07-01,6541000000.00
2015-08-01,6409000000.00
2015-09-01,6399000000.00
2015-10-01,6013000000.00
2015-11-01,5822000000.00
2015-12-01,5698000000.00
2016-01-01,5685000000.00
2016-02-01,5590000000.00
2016-03-01,5658000000.00
2016-04-01,5694000000.00
2016-05-01,5343000000.00
2016-06-01,5371000000.00
2016-07-01,5404000000.00
2016-08-01,5513000000.00
2016-09-01,5486000000.00
2016-10-01,5436000000.00
2016-11-01,5313000000.00
2016-12-01,5108000000.00
2017-01-01,5218000000.00
2017-02-01,5199000000.00
2017-03-01,5163000000.00
2017-04-01,5191000000.00
2017-05-01,5152000000.00
2017-06-01,5150000000.00
2017-07-01,5172000000.00
2017-08-01,5202000000.00
2017-09-01,5364000000.00
2017-10-01,5325000000.00
2017-11-01,5401000000.00
2017-12-01,5318000000.00
2018-01-01,5456000000.00
2018-02-01,5566000000.00
2018-03-01,5561000000.00
2018-04-01,5593000000.00
