Date,U25BTI
2005-04-01,20091000000.00
2005-05-01,20089000000.00
2005-06-01,20836000000.00
2005-07-01,20880000000.00
2005-08-01,21132000000.00
2005-09-01,20950000000.00
2005-10-01,20812000000.00
2005-11-01,20714000000.00
2005-12-01,20622000000.00
2006-01-01,21838000000.00
2006-02-01,21748000000.00
2006-03-01,22573000000.00
2006-04-01,22983000000.00
2006-05-01,23323000000.00
2006-06-01,24355000000.00
2006-07-01,24573000000.00
2006-08-01,24525000000.00
2006-09-01,25035000000.00
2006-10-01,25038000000.00
2006-11-01,24957000000.00
2006-12-01,23633000000.00
2007-01-01,24267000000.00
2007-02-01,24977000000.00
2007-03-01,24816000000.00
2007-04-01,24999000000.00
2007-05-01,25638000000.00
2007-06-01,26542000000.00
2007-07-01,26779000000.00
2007-08-01,26425000000.00
2007-09-01,26767000000.00
2007-10-01,26529000000.00
2007-11-01,26832000000.00
2007-12-01,25117000000.00
2008-01-01,26803000000.00
2008-02-01,27079000000.00
2008-03-01,26437000000.00
2008-04-01,26423000000.00
2008-05-01,26642000000.00
2008-06-01,26875000000.00
2008-07-01,26746000000.00
2008-08-01,27133000000.00
2008-09-01,26283000000.00
2008-10-01,26168000000.00
2008-11-01,25896000000.00
2008-12-01,25569000000.00
2009-01-01,26574000000.00
2009-02-01,26612000000.00
2009-03-01,27159000000.00
2009-04-01,27529000000.00
2009-05-01,28079000000.00
2009-06-01,27602000000.00
2009-07-01,27649000000.00
2009-08-01,27881000000.00
2009-09-01,27496000000.00
2009-10-01,27519000000.00
2009-11-01,27181000000.00
2009-12-01,25513000000.00
2010-01-01,26178000000.00
2010-02-01,26833000000.00
2010-03-01,27127000000.00
2010-04-01,27399000000.00
2010-05-01,27759000000.00
2010-06-01,27933000000.00
2010-07-01,28075000000.00
2010-08-01,28295000000.00
2010-09-01,28032000000.00
2010-10-01,29096000000.00
2010-11-01,28662000000.00
2010-12-01,29253000000.00
2011-01-01,29959000000.00
2011-02-01,30755000000.00
2011-03-01,30007000000.00
2011-04-01,30892000000.00
2011-05-01,31261000000.00
2011-06-01,31536000000.00
2011-07-01,31244000000.00
2011-08-01,31158000000.00
2011-09-01,30599000000.00
2011-10-01,31030000000.00
2011-11-01,31094000000.00
2011-12-01,29838000000.00
2012-01-01,30807000000.00
2012-02-01,30947000000.00
2012-03-01,30342000000.00
2012-04-01,30269000000.00
2012-05-01,30364000000.00
2012-06-01,30408000000.00
2012-07-01,30369000000.00
2012-08-01,30094000000.00
2012-09-01,30155000000.00
2012-10-01,29370000000.00
2012-11-01,29107000000.00
2012-12-01,28769000000.00
2013-01-01,30708000000.00
2013-02-01,31478000000.00
2013-03-01,32027000000.00
2013-04-01,32327000000.00
2013-05-01,32270000000.00
2013-06-01,31815000000.00
2013-07-01,31362000000.00
2013-08-01,31042000000.00
2013-09-01,30549000000.00
2013-10-01,30455000000.00
2013-11-01,30080000000.00
2013-12-01,29334000000.00
2014-01-01,30552000000.00
2014-02-01,31442000000.00
2014-03-01,31658000000.00
2014-04-01,31701000000.00
2014-05-01,31981000000.00
2014-06-01,31411000000.00
2014-07-01,30810000000.00
2014-08-01,30323000000.00
2014-09-01,30247000000.00
2014-10-01,29884000000.00
2014-11-01,29679000000.00
2014-12-01,28958000000.00
2015-01-01,30173000000.00
2015-02-01,30913000000.00
2015-03-01,31578000000.00
2015-04-01,31926000000.00
2015-05-01,32189000000.00
2015-06-01,32312000000.00
2015-07-01,32649000000.00
2015-08-01,32759000000.00
2015-09-01,32578000000.00
2015-10-01,33281000000.00
2015-11-01,33216000000.00
2015-12-01,32221000000.00
2016-01-01,33351000000.00
2016-02-01,33897000000.00
2016-03-01,34544000000.00
2016-04-01,34605000000.00
2016-05-01,35552000000.00
2016-06-01,35691000000.00
2016-07-01,35616000000.00
2016-08-01,35559000000.00
2016-09-01,34906000000.00
2016-10-01,34894000000.00
2016-11-01,34738000000.00
2016-12-01,33861000000.00
2017-01-01,34964000000.00
2017-02-01,34967000000.00
2017-03-01,35603000000.00
2017-04-01,35101000000.00
2017-05-01,35466000000.00
2017-06-01,35102000000.00
2017-07-01,35039000000.00
2017-08-01,34621000000.00
2017-09-01,34105000000.00
2017-10-01,34837000000.00
2017-11-01,34820000000.00
2017-12-01,33855000000.00
2018-01-01,35396000000.00
2018-02-01,35309000000.00
2018-03-01,35889000000.00
2018-04-01,36218000000.00
