Date,U34ANO
2005-04-01,3744000000.00
2005-05-01,2887000000.00
2005-06-01,3681000000.00
2005-07-01,3046000000.00
2005-08-01,3349000000.00
2005-09-01,3511000000.00
2005-10-01,3325000000.00
2005-11-01,3047000000.00
2005-12-01,4091000000.00
2006-01-01,2777000000.00
2006-02-01,2847000000.00
2006-03-01,3888000000.00
2006-04-01,3612000000.00
2006-05-01,2857000000.00
2006-06-01,3743000000.00
2006-07-01,4222000000.00
2006-08-01,3200000000.00
2006-09-01,3789000000.00
2006-10-01,2892000000.00
2006-11-01,3506000000.00
2006-12-01,4170000000.00
2007-01-01,3100000000.00
2007-02-01,3409000000.00
2007-03-01,3754000000.00
2007-04-01,3480000000.00
2007-05-01,3189000000.00
2007-06-01,3979000000.00
2007-07-01,3064000000.00
2007-08-01,3630000000.00
2007-09-01,4237000000.00
2007-10-01,3866000000.00
2007-11-01,3586000000.00
2007-12-01,4568000000.00
2008-01-01,3111000000.00
2008-02-01,3509000000.00
2008-03-01,4136000000.00
2008-04-01,3589000000.00
2008-05-01,4027000000.00
2008-06-01,5133000000.00
2008-07-01,3924000000.00
2008-08-01,3740000000.00
2008-09-01,3945000000.00
2008-10-01,3875000000.00
2008-11-01,3602000000.00
2008-12-01,4054000000.00
2009-01-01,3035000000.00
2009-02-01,3177000000.00
2009-03-01,3121000000.00
2009-04-01,2703000000.00
2009-05-01,2961000000.00
2009-06-01,3552000000.00
2009-07-01,3284000000.00
2009-08-01,2649000000.00
2009-09-01,3327000000.00
2009-10-01,3131000000.00
2009-11-01,2804000000.00
2009-12-01,3124000000.00
2010-01-01,1612000000.00
2010-02-01,1663000000.00
2010-03-01,2404000000.00
2010-04-01,2029000000.00
2010-05-01,1741000000.00
2010-06-01,1883000000.00
2010-07-01,1533000000.00
2010-08-01,1467000000.00
2010-09-01,1546000000.00
2010-10-01,1506000000.00
2010-11-01,1261000000.00
2010-12-01,1101000000.00
2011-01-01,1008000000.00
2011-02-01,756000000.00
2011-03-01,988000000.00
2011-04-01,1009000000.00
2011-05-01,874000000.00
2011-06-01,1017000000.00
2011-07-01,914000000.00
2011-08-01,787000000.00
2011-09-01,914000000.00
2011-10-01,1060000000.00
2011-11-01,785000000.00
2011-12-01,821000000.00
2012-01-01,563000000.00
2012-02-01,679000000.00
2012-03-01,915000000.00
2012-04-01,792000000.00
2012-05-01,943000000.00
2012-06-01,1135000000.00
2012-07-01,592000000.00
2012-08-01,703000000.00
2012-09-01,966000000.00
2012-10-01,760000000.00
2012-11-01,949000000.00
2012-12-01,1026000000.00
2013-01-01,492000000.00
2013-02-01,627000000.00
2013-03-01,718000000.00
2013-04-01,523000000.00
2013-05-01,548000000.00
2013-06-01,658000000.00
2013-07-01,434000000.00
2013-08-01,565000000.00
2013-09-01,837000000.00
2013-10-01,597000000.00
2013-11-01,714000000.00
2013-12-01,931000000.00
2014-01-01,472000000.00
2014-02-01,551000000.00
2014-03-01,888000000.00
2014-04-01,653000000.00
2014-05-01,935000000.00
2014-06-01,1356000000.00
2014-07-01,724000000.00
2014-08-01,731000000.00
2014-09-01,872000000.00
2014-10-01,628000000.00
2014-11-01,650000000.00
2014-12-01,814000000.00
2015-01-01,525000000.00
2015-02-01,489000000.00
2015-03-01,1000000000.00
2015-04-01,779000000.00
2015-05-01,689000000.00
2015-06-01,1125000000.00
2015-07-01,855000000.00
2015-08-01,899000000.00
2015-09-01,1000000000.00
2015-10-01,844000000.00
2015-11-01,890000000.00
2015-12-01,1019000000.00
2016-01-01,687000000.00
2016-02-01,602000000.00
2016-03-01,809000000.00
2016-04-01,746000000.00
2016-05-01,827000000.00
2016-06-01,1055000000.00
2016-07-01,813000000.00
2016-08-01,860000000.00
2016-09-01,970000000.00
2016-10-01,911000000.00
2016-11-01,781000000.00
2016-12-01,1131000000.00
2017-01-01,763000000.00
2017-02-01,734000000.00
2017-03-01,923000000.00
2017-04-01,826000000.00
2017-05-01,796000000.00
2017-06-01,1084000000.00
2017-07-01,849000000.00
2017-08-01,840000000.00
2017-09-01,957000000.00
2017-10-01,787000000.00
2017-11-01,771000000.00
2017-12-01,936000000.00
2018-01-01,610000000.00
2018-02-01,581000000.00
2018-03-01,853000000.00
2018-04-01,738000000.00
