Date,IPG3212A9N
1988-07-01,110.20
1988-08-01,115.14
1988-09-01,115.24
1988-10-01,116.27
1988-11-01,110.74
1988-12-01,106.15
1989-01-01,107.02
1989-02-01,106.79
1989-03-01,109.63
1989-04-01,112.69
1989-05-01,112.40
1989-06-01,116.24
1989-07-01,108.71
1989-08-01,116.41
1989-09-01,114.82
1989-10-01,116.73
1989-11-01,111.27
1989-12-01,106.17
1990-01-01,107.72
1990-02-01,108.76
1990-03-01,111.48
1990-04-01,113.61
1990-05-01,114.27
1990-06-01,116.87
1990-07-01,110.74
1990-08-01,115.49
1990-09-01,113.76
1990-10-01,112.07
1990-11-01,102.75
1990-12-01,96.88
1991-01-01,95.83
1991-02-01,92.23
1991-03-01,95.79
1991-04-01,100.10
1991-05-01,104.08
1991-06-01,110.48
1991-07-01,105.10
1991-08-01,110.35
1991-09-01,109.61
1991-10-01,108.96
1991-11-01,103.54
1991-12-01,98.76
1992-01-01,100.51
1992-02-01,102.84
1992-03-01,105.62
1992-04-01,109.96
1992-05-01,111.40
1992-06-01,112.32
1992-07-01,111.38
1992-08-01,116.56
1992-09-01,114.23
1992-10-01,116.73
1992-11-01,110.97
1992-12-01,105.97
1993-01-01,107.78
1993-02-01,110.86
1993-03-01,112.66
1993-04-01,112.99
1993-05-01,113.58
1993-06-01,116.54
1993-07-01,112.14
1993-08-01,117.50
1993-09-01,118.39
1993-10-01,120.13
1993-11-01,114.27
1993-12-01,112.03
1994-01-01,112.94
1994-02-01,112.63
1994-03-01,116.08
1994-04-01,120.06
1994-05-01,121.01
1994-06-01,125.95
1994-07-01,120.16
1994-08-01,125.91
1994-09-01,126.22
1994-10-01,128.46
1994-11-01,122.86
1994-12-01,119.72
1995-01-01,119.65
1995-02-01,119.74
1995-03-01,121.01
1995-04-01,121.67
1995-05-01,121.44
1995-06-01,124.99
1995-07-01,119.43
1995-08-01,129.66
1995-09-01,130.86
1995-10-01,131.84
1995-11-01,125.29
1995-12-01,121.15
1996-01-01,116.72
1996-02-01,118.98
1996-03-01,125.00
1996-04-01,128.74
1996-05-01,130.61
1996-06-01,137.07
1996-07-01,127.43
1996-08-01,136.23
1996-09-01,135.54
1996-10-01,136.12
1996-11-01,128.72
1996-12-01,120.89
1997-01-01,119.56
1997-02-01,125.29
1997-03-01,129.14
1997-04-01,132.14
1997-05-01,132.76
1997-06-01,137.28
1997-07-01,129.13
1997-08-01,136.11
1997-09-01,136.81
1997-10-01,137.97
1997-11-01,132.38
1997-12-01,127.13
1998-01-01,128.91
1998-02-01,133.08
1998-03-01,136.18
1998-04-01,138.94
1998-05-01,140.08
1998-06-01,144.96
1998-07-01,137.11
1998-08-01,145.44
1998-09-01,143.53
1998-10-01,146.42
1998-11-01,141.70
1998-12-01,136.97
1999-01-01,135.99
1999-02-01,139.94
1999-03-01,142.90
1999-04-01,145.52
1999-05-01,146.49
1999-06-01,151.86
1999-07-01,142.44
1999-08-01,148.98
1999-09-01,147.30
1999-10-01,149.07
1999-11-01,143.65
1999-12-01,137.76
2000-01-01,138.70
2000-02-01,142.36
2000-03-01,146.44
2000-04-01,148.26
2000-05-01,146.54
2000-06-01,150.60
2000-07-01,140.90
2000-08-01,146.51
2000-09-01,145.44
2000-10-01,141.19
2000-11-01,133.34
2000-12-01,124.57
2001-01-01,121.60
2001-02-01,125.10
2001-03-01,130.10
2001-04-01,130.24
2001-05-01,133.83
2001-06-01,140.94
2001-07-01,132.26
2001-08-01,139.98
2001-09-01,141.58
2001-10-01,137.03
2001-11-01,131.98
2001-12-01,129.35
2002-01-01,129.88
2002-02-01,132.56
2002-03-01,137.94
2002-04-01,141.31
2002-05-01,142.70
2002-06-01,147.64
2002-07-01,140.47
2002-08-01,147.09
2002-09-01,145.71
2002-10-01,144.16
2002-11-01,136.87
2002-12-01,131.25
2003-01-01,131.29
2003-02-01,133.32
2003-03-01,135.20
2003-04-01,137.91
2003-05-01,137.45
2003-06-01,142.81
2003-07-01,138.52
2003-08-01,143.15
2003-09-01,143.60
2003-10-01,144.96
2003-11-01,141.52
2003-12-01,134.90
2004-01-01,135.18
2004-02-01,138.75
2004-03-01,140.73
2004-04-01,143.34
2004-05-01,146.19
2004-06-01,150.08
2004-07-01,145.30
2004-08-01,150.82
2004-09-01,146.92
2004-10-01,150.59
2004-11-01,143.26
2004-12-01,137.80
2005-01-01,142.87
2005-02-01,143.13
2005-03-01,144.91
2005-04-01,148.45
2005-05-01,149.68
2005-06-01,156.67
2005-07-01,149.98
2005-08-01,155.32
2005-09-01,159.75
2005-10-01,167.90
2005-11-01,164.23
2005-12-01,155.90
2006-01-01,153.77
2006-02-01,154.93
2006-03-01,158.64
2006-04-01,156.81
2006-05-01,159.40
2006-06-01,162.21
2006-07-01,155.72
2006-08-01,159.44
2006-09-01,155.61
2006-10-01,148.09
2006-11-01,141.87
2006-12-01,141.14
2007-01-01,136.31
2007-02-01,137.77
2007-03-01,145.91
2007-04-01,144.18
2007-05-01,148.96
2007-06-01,157.00
2007-07-01,150.66
2007-08-01,152.94
2007-09-01,149.68
2007-10-01,146.04
2007-11-01,138.57
2007-12-01,135.30
2008-01-01,129.44
2008-02-01,128.74
2008-03-01,130.53
2008-04-01,130.39
2008-05-01,130.29
2008-06-01,133.12
2008-07-01,125.98
2008-08-01,127.02
2008-09-01,121.57
2008-10-01,112.02
2008-11-01,104.13
2008-12-01,93.37
2009-01-01,87.27
2009-02-01,87.95
2009-03-01,88.46
2009-04-01,86.66
2009-05-01,89.29
2009-06-01,94.48
2009-07-01,91.02
2009-08-01,95.25
2009-09-01,93.12
2009-10-01,91.67
2009-11-01,89.80
2009-12-01,87.44
2010-01-01,86.12
2010-02-01,87.82
2010-03-01,93.12
2010-04-01,97.87
2010-05-01,100.88
2010-06-01,100.82
2010-07-01,93.49
2010-08-01,95.54
2010-09-01,91.56
2010-10-01,90.53
2010-11-01,89.74
2010-12-01,86.56
2011-01-01,85.02
2011-02-01,87.49
2011-03-01,93.16
2011-04-01,94.08
2011-05-01,97.22
2011-06-01,97.60
2011-07-01,92.91
2011-08-01,96.11
2011-09-01,97.08
2011-10-01,96.07
2011-11-01,93.47
2011-12-01,91.78
2012-01-01,92.31
2012-02-01,92.99
2012-03-01,97.77
2012-04-01,100.50
2012-05-01,104.57
2012-06-01,105.90
2012-07-01,101.13
2012-08-01,104.07
2012-09-01,101.16
2012-10-01,101.49
2012-11-01,99.86
2012-12-01,98.24
2013-01-01,97.81
2013-02-01,102.49
2013-03-01,105.75
2013-04-01,107.11
2013-05-01,108.26
2013-06-01,111.81
2013-07-01,106.81
2013-08-01,111.43
2013-09-01,111.50
2013-10-01,110.75
2013-11-01,106.89
2013-12-01,104.25
2014-01-01,98.66
2014-02-01,102.53
2014-03-01,107.90
2014-04-01,110.18
2014-05-01,113.40
2014-06-01,117.41
2014-07-01,113.98
2014-08-01,117.41
2014-09-01,115.35
2014-10-01,114.68
2014-11-01,111.83
2014-12-01,109.68
2015-01-01,106.40
2015-02-01,108.41
2015-03-01,111.65
2015-04-01,114.28
2015-05-01,115.63
2015-06-01,117.97
2015-07-01,116.79
2015-08-01,119.75
2015-09-01,116.00
2015-10-01,118.31
2015-11-01,114.82
2015-12-01,113.71
2016-01-01,112.27
2016-02-01,112.75
2016-03-01,116.16
2016-04-01,119.22
2016-05-01,118.84
2016-06-01,122.98
2016-07-01,117.42
2016-08-01,121.71
2016-09-01,119.29
2016-10-01,121.98
2016-11-01,121.01
2016-12-01,118.41
2017-01-01,118.54
2017-02-01,119.00
2017-03-01,123.25
2017-04-01,123.54
2017-05-01,124.01
2017-06-01,126.74
2017-07-01,122.55
2017-08-01,126.80
2017-09-01,126.79
2017-10-01,127.46
2017-11-01,124.72
2017-12-01,121.63
2018-01-01,121.47
2018-02-01,124.62
2018-03-01,128.73
2018-04-01,130.01
2018-05-01,128.39
