Date,U31ATI
1999-01-01,12447000000.00
1999-02-01,12156000000.00
1999-03-01,11772000000.00
1999-04-01,11719000000.00
1999-05-01,11857000000.00
1999-06-01,11684000000.00
1999-07-01,11896000000.00
1999-08-01,11878000000.00
1999-09-01,11808000000.00
1999-10-01,11895000000.00
1999-11-01,12064000000.00
1999-12-01,12353000000.00
2000-01-01,12395000000.00
2000-02-01,12255000000.00
2000-03-01,12042000000.00
2000-04-01,12328000000.00
2000-05-01,12525000000.00
2000-06-01,12588000000.00
2000-07-01,12962000000.00
2000-08-01,12820000000.00
2000-09-01,12754000000.00
2000-10-01,12701000000.00
2000-11-01,12550000000.00
2000-12-01,12624000000.00
2001-01-01,12387000000.00
2001-02-01,12094000000.00
2001-03-01,11680000000.00
2001-04-01,11615000000.00
2001-05-01,11341000000.00
2001-06-01,11100000000.00
2001-07-01,11217000000.00
2001-08-01,11080000000.00
2001-09-01,11054000000.00
2001-10-01,10872000000.00
2001-11-01,10703000000.00
2001-12-01,10655000000.00
2002-01-01,10414000000.00
2002-02-01,10142000000.00
2002-03-01,9909000000.00
2002-04-01,9845000000.00
2002-05-01,9792000000.00
2002-06-01,9893000000.00
2002-07-01,10193000000.00
2002-08-01,10412000000.00
2002-09-01,10568000000.00
2002-10-01,10628000000.00
2002-11-01,10816000000.00
2002-12-01,10976000000.00
2003-01-01,11003000000.00
2003-02-01,11088000000.00
2003-03-01,10930000000.00
2003-04-01,10920000000.00
2003-05-01,10915000000.00
2003-06-01,10229000000.00
2003-07-01,10211000000.00
2003-08-01,10193000000.00
2003-09-01,9913000000.00
2003-10-01,9777000000.00
2003-11-01,9886000000.00
2003-12-01,9920000000.00
2004-01-01,10040000000.00
2004-02-01,9997000000.00
2004-03-01,10105000000.00
2004-04-01,10387000000.00
2004-05-01,10583000000.00
2004-06-01,10976000000.00
2004-07-01,11355000000.00
2004-08-01,11927000000.00
2004-09-01,12467000000.00
2004-10-01,13220000000.00
2004-11-01,13654000000.00
2004-12-01,14080000000.00
2005-01-01,14678000000.00
2005-02-01,14947000000.00
2005-03-01,15146000000.00
2005-04-01,15237000000.00
2005-05-01,15333000000.00
2005-06-01,15183000000.00
2005-07-01,15322000000.00
2005-08-01,15018000000.00
2005-09-01,14678000000.00
2005-10-01,14618000000.00
2005-11-01,14619000000.00
2005-12-01,14752000000.00
2006-01-01,15003000000.00
2006-02-01,15240000000.00
2006-03-01,15154000000.00
2006-04-01,15522000000.00
2006-05-01,15714000000.00
2006-06-01,16001000000.00
2006-07-01,16780000000.00
2006-08-01,17161000000.00
2006-09-01,18015000000.00
2006-10-01,18282000000.00
2006-11-01,18462000000.00
2006-12-01,18818000000.00
2007-01-01,18628000000.00
2007-02-01,18456000000.00
2007-03-01,18574000000.00
2007-04-01,18896000000.00
2007-05-01,19089000000.00
2007-06-01,19456000000.00
2007-07-01,19830000000.00
2007-08-01,19633000000.00
2007-09-01,19448000000.00
2007-10-01,18995000000.00
2007-11-01,18966000000.00
2007-12-01,19149000000.00
2008-01-01,19295000000.00
2008-02-01,19197000000.00
2008-03-01,19607000000.00
2008-04-01,20169000000.00
2008-05-01,20750000000.00
2008-06-01,21232000000.00
2008-07-01,22099000000.00
2008-08-01,23127000000.00
2008-09-01,23389000000.00
2008-10-01,23053000000.00
2008-11-01,22467000000.00
2008-12-01,21171000000.00
2009-01-01,20521000000.00
2009-02-01,19567000000.00
2009-03-01,18403000000.00
2009-04-01,17621000000.00
2009-05-01,16758000000.00
2009-06-01,15929000000.00
2009-07-01,15551000000.00
2009-08-01,15326000000.00
2009-09-01,15445000000.00
2009-10-01,15332000000.00
2009-11-01,15146000000.00
2009-12-01,15014000000.00
2010-01-01,15262000000.00
2010-02-01,15510000000.00
2010-03-01,15773000000.00
2010-04-01,16774000000.00
2010-05-01,17766000000.00
2010-06-01,17998000000.00
2010-07-01,18324000000.00
2010-08-01,17898000000.00
2010-09-01,17781000000.00
2010-10-01,17990000000.00
2010-11-01,18051000000.00
2010-12-01,17825000000.00
2011-01-01,18613000000.00
2011-02-01,19122000000.00
2011-03-01,19584000000.00
2011-04-01,20911000000.00
2011-05-01,21653000000.00
2011-06-01,21716000000.00
2011-07-01,22433000000.00
2011-08-01,22584000000.00
2011-09-01,22526000000.00
2011-10-01,22306000000.00
2011-11-01,22244000000.00
2011-12-01,21890000000.00
2012-01-01,22206000000.00
2012-02-01,22573000000.00
2012-03-01,22227000000.00
2012-04-01,22422000000.00
2012-05-01,22334000000.00
2012-06-01,21975000000.00
2012-07-01,21641000000.00
2012-08-01,21292000000.00
2012-09-01,21310000000.00
2012-10-01,21148000000.00
2012-11-01,20878000000.00
2012-12-01,20966000000.00
2013-01-01,21060000000.00
2013-02-01,21032000000.00
2013-03-01,20974000000.00
2013-04-01,20821000000.00
2013-05-01,20513000000.00
2013-06-01,20500000000.00
2013-07-01,20704000000.00
2013-08-01,20726000000.00
2013-09-01,20902000000.00
2013-10-01,20709000000.00
2013-11-01,20712000000.00
2013-12-01,21000000000.00
2014-01-01,21455000000.00
2014-02-01,21661000000.00
2014-03-01,21576000000.00
2014-04-01,21451000000.00
2014-05-01,21675000000.00
2014-06-01,21907000000.00
2014-07-01,22055000000.00
2014-08-01,22461000000.00
2014-09-01,22560000000.00
2014-10-01,22565000000.00
2014-11-01,22599000000.00
2014-12-01,22702000000.00
2015-01-01,23598000000.00
2015-02-01,23293000000.00
2015-03-01,21965000000.00
2015-04-01,21243000000.00
2015-05-01,21024000000.00
2015-06-01,20818000000.00
2015-07-01,20711000000.00
2015-08-01,20434000000.00
2015-09-01,20079000000.00
2015-10-01,19547000000.00
2015-11-01,19284000000.00
2015-12-01,18885000000.00
2016-01-01,18064000000.00
2016-02-01,17559000000.00
2016-03-01,17023000000.00
2016-04-01,16636000000.00
2016-05-01,16659000000.00
2016-06-01,16513000000.00
2016-07-01,16982000000.00
2016-08-01,17212000000.00
2016-09-01,17232000000.00
2016-10-01,17093000000.00
2016-11-01,16959000000.00
2016-12-01,16980000000.00
2017-01-01,17284000000.00
2017-02-01,17471000000.00
2017-03-01,17500000000.00
2017-04-01,17754000000.00
2017-05-01,17773000000.00
2017-06-01,17973000000.00
2017-07-01,18431000000.00
2017-08-01,18400000000.00
2017-09-01,18580000000.00
2017-10-01,18601000000.00
2017-11-01,18541000000.00
2017-12-01,18759000000.00
2018-01-01,19143000000.00
2018-02-01,19060000000.00
2018-03-01,19012000000.00
2018-04-01,19016000000.00
