Date,PAYNSA
1964-01-01,56460000.00
1964-02-01,56601000.00
1964-03-01,56964000.00
1964-04-01,57528000.00
1964-05-01,58048000.00
1964-06-01,58805000.00
1964-07-01,58632000.00
1964-08-01,58900000.00
1964-09-01,59497000.00
1964-10-01,59380000.00
1964-11-01,59677000.00
1964-12-01,60198000.00
1965-01-01,58561000.00
1965-02-01,58676000.00
1965-03-01,59119000.00
1965-04-01,59891000.00
1965-05-01,60442000.00
1965-06-01,61319000.00
1965-07-01,61167000.00
1965-08-01,61455000.00
1965-09-01,62006000.00
1965-10-01,62245000.00
1965-11-01,62465000.00
1965-12-01,63141000.00
1966-01-01,61529000.00
1966-02-01,61707000.00
1966-03-01,62354000.00
1966-04-01,63096000.00
1966-05-01,63645000.00
1966-06-01,64784000.00
1966-07-01,64470000.00
1966-08-01,64678000.00
1966-09-01,65082000.00
1966-10-01,65337000.00
1966-11-01,65508000.00
1966-12-01,66051000.00
1967-01-01,64439000.00
1967-02-01,64377000.00
1967-03-01,64741000.00
1967-04-01,65144000.00
1967-05-01,65540000.00
1967-06-01,66451000.00
1967-07-01,66015000.00
1967-08-01,66262000.00
1967-09-01,66549000.00
1967-10-01,66684000.00
1967-11-01,67210000.00
1967-12-01,67758000.00
1968-01-01,65853000.00
1968-02-01,66203000.00
1968-03-01,66553000.00
1968-04-01,67260000.00
1968-05-01,67581000.00
1968-06-01,68617000.00
1968-07-01,68199000.00
1968-08-01,68397000.00
1968-09-01,68826000.00
1968-10-01,69187000.00
1968-11-01,69509000.00
1968-12-01,70085000.00
1969-01-01,68494000.00
1969-02-01,68712000.00
1969-03-01,69208000.00
1969-04-01,69799000.00
1969-05-01,70285000.00
1969-06-01,71363000.00
1969-07-01,70746000.00
1969-08-01,71024000.00
1969-09-01,71235000.00
1969-10-01,71601000.00
1969-11-01,71630000.00
1969-12-01,72041000.00
1970-01-01,70229000.00
1970-02-01,70332000.00
1970-03-01,70786000.00
1970-04-01,71105000.00
1970-05-01,71123000.00
1970-06-01,71766000.00
1970-07-01,71000000.00
1970-08-01,70900000.00
1970-09-01,71257000.00
1970-10-01,71022000.00
1970-11-01,70983000.00
1970-12-01,71564000.00
1971-01-01,69922000.00
1971-02-01,69844000.00
1971-03-01,70209000.00
1971-04-01,70795000.00
1971-05-01,71287000.00
1971-06-01,72006000.00
1971-07-01,71194000.00
1971-08-01,71298000.00
1971-09-01,71931000.00
1971-10-01,72180000.00
1971-11-01,72479000.00
1971-12-01,72880000.00
1972-01-01,71481000.00
1972-02-01,71668000.00
1972-03-01,72261000.00
1972-04-01,72894000.00
1972-05-01,73525000.00
1972-06-01,74507000.00
1972-07-01,73502000.00
1972-08-01,74054000.00
1972-09-01,74612000.00
1972-10-01,75290000.00
1972-11-01,75704000.00
1972-12-01,76078000.00
1973-01-01,74613000.00
1973-02-01,74989000.00
1973-03-01,75544000.00
1973-04-01,76132000.00
1973-05-01,76712000.00
1973-06-01,77630000.00
1973-07-01,76691000.00
1973-08-01,77095000.00
1973-09-01,77682000.00
1973-10-01,78306000.00
1973-11-01,78707000.00
1973-12-01,78839000.00
1974-01-01,77045000.00
1974-02-01,77163000.00
1974-03-01,77485000.00
1974-04-01,78035000.00
1974-05-01,78637000.00
1974-06-01,79336000.00
1974-07-01,78438000.00
1974-08-01,78584000.00
1974-09-01,79084000.00
1974-10-01,79381000.00
1974-11-01,79060000.00
1974-12-01,78419000.00
1975-01-01,76189000.00
1975-02-01,75764000.00
1975-03-01,75808000.00
1975-04-01,76142000.00
1975-05-01,76774000.00
1975-06-01,77270000.00
1975-07-01,76592000.00
1975-08-01,77120000.00
1975-09-01,77726000.00
1975-10-01,78283000.00
1975-11-01,78437000.00
1975-12-01,78726000.00
1976-01-01,77376000.00
1976-02-01,77605000.00
1976-03-01,78214000.00
1976-04-01,79042000.00
1976-05-01,79534000.00
1976-06-01,80164000.00
1976-07-01,79393000.00
1976-08-01,79659000.00
1976-09-01,80362000.00
1976-10-01,80593000.00
1976-11-01,80953000.00
1976-12-01,81129000.00
1977-01-01,79540000.00
1977-02-01,79747000.00
1977-03-01,80604000.00
1977-04-01,81539000.00
1977-05-01,82376000.00
1977-06-01,83338000.00
1977-07-01,82677000.00
1977-08-01,82971000.00
1977-09-01,83922000.00
1977-10-01,84423000.00
1977-11-01,84868000.00
1977-12-01,85105000.00
1978-01-01,83442000.00
1978-02-01,83738000.00
1978-03-01,84732000.00
1978-04-01,86037000.00
1978-05-01,86842000.00
1978-06-01,87830000.00
1978-07-01,87002000.00
1978-08-01,87305000.00
1978-09-01,87932000.00
1978-10-01,88549000.00
1978-11-01,89099000.00
1978-12-01,89408000.00
1979-01-01,87650000.00
1979-02-01,87889000.00
1979-03-01,88792000.00
1979-04-01,89313000.00
1979-05-01,90126000.00
1979-06-01,90971000.00
1979-07-01,89976000.00
1979-08-01,90072000.00
1979-09-01,90616000.00
1979-10-01,91089000.00
1979-11-01,91287000.00
1979-12-01,91415000.00
1980-01-01,89631000.00
1980-02-01,89764000.00
1980-03-01,90324000.00
1980-04-01,90747000.00
1980-05-01,90763000.00
1980-06-01,90922000.00
1980-07-01,89582000.00
1980-08-01,89865000.00
1980-09-01,90530000.00
1980-10-01,91128000.00
1980-11-01,91475000.00
1980-12-01,91661000.00
1981-01-01,89837000.00
1981-02-01,89985000.00
1981-03-01,90520000.00
1981-04-01,91157000.00
1981-05-01,91647000.00
1981-06-01,92296000.00
1981-07-01,91371000.00
1981-08-01,91378000.00
1981-09-01,91876000.00
1981-10-01,92054000.00
1981-11-01,91888000.00
1981-12-01,91555000.00
1982-01-01,89328000.00
1982-02-01,89417000.00
1982-03-01,89710000.00
1982-04-01,89993000.00
1982-05-01,90478000.00
1982-06-01,90669000.00
1982-07-01,89338000.00
1982-08-01,89212000.00
1982-09-01,89628000.00
1982-10-01,89598000.00
1982-11-01,89495000.00
1982-12-01,89396000.00
1983-01-01,87729000.00
1983-02-01,87741000.00
1983-03-01,88344000.00
1983-04-01,89187000.00
1983-05-01,90019000.00
1983-06-01,90844000.00
1983-07-01,90271000.00
1983-08-01,89998000.00
1983-09-01,91719000.00
1983-10-01,92233000.00
1983-11-01,92592000.00
1983-12-01,92863000.00
1984-01-01,91374000.00
1984-02-01,91940000.00
1984-03-01,92659000.00
1984-04-01,93614000.00
1984-05-01,94489000.00
1984-06-01,95305000.00
1984-07-01,94607000.00
1984-08-01,94888000.00
1984-09-01,95808000.00
1984-10-01,96362000.00
1984-11-01,96738000.00
1984-12-01,96793000.00
1985-01-01,95049000.00
1985-02-01,95259000.00
1985-03-01,96055000.00
1985-04-01,96875000.00
1985-05-01,97726000.00
1985-06-01,98279000.00
1985-07-01,97418000.00
1985-08-01,97667000.00
1985-09-01,98476000.00
1985-10-01,98987000.00
1985-11-01,99240000.00
1985-12-01,99356000.00
1986-01-01,97397000.00
1986-02-01,97590000.00
1986-03-01,98138000.00
1986-04-01,98973000.00
1986-05-01,99667000.00
1986-06-01,99973000.00
1986-07-01,99219000.00
1986-08-01,99393000.00
1986-09-01,100317000.00
1986-10-01,100886000.00
1986-11-01,101141000.00
1986-12-01,101300000.00
1987-01-01,99334000.00
1987-02-01,99657000.00
1987-03-01,100367000.00
1987-04-01,101369000.00
1987-05-01,102135000.00
1987-06-01,102742000.00
1987-07-01,101990000.00
1987-08-01,102219000.00
1987-09-01,102986000.00
1987-10-01,103893000.00
1987-11-01,104232000.00
1987-12-01,104472000.00
1988-01-01,102380000.00
1988-02-01,102951000.00
1988-03-01,103693000.00
1988-04-01,104587000.00
1988-05-01,105347000.00
1988-06-01,106208000.00
1988-07-01,105315000.00
1988-08-01,105477000.00
1988-09-01,106341000.00
1988-10-01,107013000.00
1988-11-01,107500000.00
1988-12-01,107722000.00
1989-01-01,105743000.00
1989-02-01,106170000.00
1989-03-01,106813000.00
1989-04-01,107611000.00
1989-05-01,108294000.00
1989-06-01,108937000.00
1989-07-01,107848000.00
1989-08-01,107927000.00
1989-09-01,108724000.00
1989-10-01,109217000.00
1989-11-01,109657000.00
1989-12-01,109666000.00
1990-01-01,107573000.00
1990-02-01,108069000.00
1990-03-01,108724000.00
1990-04-01,109365000.00
1990-05-01,110270000.00
1990-06-01,110837000.00
1990-07-01,109568000.00
1990-08-01,109450000.00
1990-09-01,110045000.00
1990-10-01,110242000.00
1990-11-01,110205000.00
1990-12-01,109976000.00
1991-01-01,107426000.00
1991-02-01,107394000.00
1991-03-01,107683000.00
1991-04-01,108072000.00
1991-05-01,108754000.00
1991-06-01,109235000.00
1991-07-01,108033000.00
1991-08-01,108125000.00
1991-09-01,108842000.00
1991-10-01,109212000.00
1991-11-01,109229000.00
1991-12-01,109113000.00
1992-01-01,106726000.00
1992-02-01,106979000.00
1992-03-01,107498000.00
1992-04-01,108333000.00
1992-05-01,109140000.00
1992-06-01,109629000.00
1992-07-01,108611000.00
1992-08-01,108667000.00
1992-09-01,109452000.00
1992-10-01,110039000.00
1992-11-01,110280000.00
1992-12-01,110269000.00
1993-01-01,108103000.00
1993-02-01,108706000.00
1993-03-01,109140000.00
1993-04-01,110144000.00
1993-05-01,111107000.00
1993-06-01,111698000.00
1993-07-01,110829000.00
1993-08-01,110940000.00
1993-09-01,111929000.00
1993-10-01,112596000.00
1993-11-01,112939000.00
1993-12-01,113089000.00
1994-01-01,110839000.00
1994-02-01,111419000.00
1994-03-01,112394000.00
1994-04-01,113474000.00
1994-05-01,114486000.00
1994-06-01,115276000.00
1994-07-01,114331000.00
1994-08-01,114639000.00
1994-09-01,115699000.00
1994-10-01,116324000.00
1994-11-01,116932000.00
1994-12-01,116970000.00
1995-01-01,114662000.00
1995-02-01,115320000.00
1995-03-01,116076000.00
1995-04-01,116909000.00
1995-05-01,117632000.00
1995-06-01,118348000.00
1995-07-01,117113000.00
1995-08-01,117377000.00
1995-09-01,118292000.00
1995-10-01,118893000.00
1995-11-01,119132000.00
1995-12-01,119130000.00
1996-01-01,116431000.00
1996-02-01,117370000.00
1996-03-01,118175000.00
1996-04-01,119013000.00
1996-05-01,120140000.00
1996-06-01,120804000.00
1996-07-01,119767000.00
1996-08-01,120059000.00
1996-09-01,120804000.00
1996-10-01,121524000.00
1996-11-01,121984000.00
1996-12-01,121963000.00
1997-01-01,119421000.00
1997-02-01,120282000.00
1997-03-01,121165000.00
1997-04-01,122140000.00
1997-05-01,123221000.00
1997-06-01,123870000.00
1997-07-01,122886000.00
1997-08-01,122954000.00
1997-09-01,123958000.00
1997-10-01,124861000.00
1997-11-01,125255000.00
1997-12-01,125393000.00
1998-01-01,122842000.00
1998-02-01,123618000.00
1998-03-01,124341000.00
1998-04-01,125382000.00
1998-05-01,126466000.00
1998-06-01,127129000.00
1998-07-01,126057000.00
1998-08-01,126299000.00
1998-09-01,127108000.00
1998-10-01,127887000.00
1998-11-01,128290000.00
1998-12-01,128459000.00
1999-01-01,125708000.00
1999-02-01,126696000.00
1999-03-01,127409000.00
1999-04-01,128555000.00
1999-05-01,129423000.00
1999-06-01,130150000.00
1999-07-01,129280000.00
1999-08-01,129336000.00
1999-09-01,130114000.00
1999-10-01,131049000.00
1999-11-01,131510000.00
1999-12-01,131646000.00
2000-01-01,129005000.00
2000-02-01,129667000.00
2000-03-01,130764000.00
2000-04-01,131762000.00
2000-05-01,132718000.00
2000-06-01,133230000.00
2000-07-01,132011000.00
2000-08-01,132023000.00
2000-09-01,132690000.00
2000-10-01,133249000.00
2000-11-01,133614000.00
2000-12-01,133555000.00
2001-01-01,130681000.00
2001-02-01,131348000.00
2001-03-01,131942000.00
2001-04-01,132349000.00
2001-05-01,133056000.00
2001-06-01,133435000.00
2001-07-01,131946000.00
2001-08-01,131876000.00
2001-09-01,132142000.00
2001-10-01,132344000.00
2001-11-01,132155000.00
2001-12-01,131773000.00
2002-01-01,128890000.00
2002-02-01,129362000.00
2002-03-01,129969000.00
2002-04-01,130558000.00
2002-05-01,131329000.00
2002-06-01,131711000.00
2002-07-01,130270000.00
2002-08-01,130356000.00
2002-09-01,130875000.00
2002-10-01,131546000.00
2002-11-01,131667000.00
2002-12-01,131259000.00
2003-01-01,128577000.00
2003-02-01,128994000.00
2003-03-01,129490000.00
2003-04-01,130148000.00
2003-05-01,130909000.00
2003-06-01,131239000.00
2003-07-01,129899000.00
2003-08-01,129953000.00
2003-09-01,130608000.00
2003-10-01,131401000.00
2003-11-01,131565000.00
2003-12-01,131385000.00
2004-01-01,128726000.00
2004-02-01,129337000.00
2004-03-01,130378000.00
2004-04-01,131494000.00
2004-05-01,132397000.00
2004-06-01,132843000.00
2004-07-01,131682000.00
2004-08-01,131702000.00
2004-09-01,132417000.00
2004-10-01,133398000.00
2004-11-01,133649000.00
2004-12-01,133418000.00
2005-01-01,130713000.00
2005-02-01,131536000.00
2005-03-01,132376000.00
2005-04-01,133589000.00
2005-05-01,134402000.00
2005-06-01,135071000.00
2005-07-01,134011000.00
2005-08-01,134261000.00
2005-09-01,134889000.00
2005-10-01,135617000.00
2005-11-01,136174000.00
2005-12-01,135973000.00
2006-01-01,133320000.00
2006-02-01,134245000.00
2006-03-01,135226000.00
2006-04-01,136140000.00
2006-05-01,136946000.00
2006-06-01,137449000.00
2006-07-01,136273000.00
2006-08-01,136479000.00
2006-09-01,137149000.00
2006-10-01,137849000.00
2006-11-01,138234000.00
2006-12-01,138124000.00
2007-01-01,135334000.00
2007-02-01,136026000.00
2007-03-01,136923000.00
2007-04-01,137730000.00
2007-05-01,138673000.00
2007-06-01,139175000.00
2007-07-01,137778000.00
2007-08-01,137890000.00
2007-09-01,138455000.00
2007-10-01,139198000.00
2007-11-01,139510000.00
2007-12-01,139297000.00
2008-01-01,136268000.00
2008-02-01,136787000.00
2008-03-01,137378000.00
2008-04-01,137914000.00
2008-05-01,138488000.00
2008-06-01,138682000.00
2008-07-01,137203000.00
2008-08-01,137094000.00
2008-09-01,137148000.00
2008-10-01,137442000.00
2008-11-01,136761000.00
2008-12-01,135732000.00
2009-01-01,132042000.00
2009-02-01,131808000.00
2009-03-01,131675000.00
2009-04-01,131859000.00
2009-05-01,132132000.00
2009-06-01,131950000.00
2009-07-01,130353000.00
2009-08-01,130231000.00
2009-09-01,130589000.00
2009-10-01,131188000.00
2009-11-01,131236000.00
2009-12-01,130690000.00
2010-01-01,127820000.00
2010-02-01,128255000.00
2010-03-01,129089000.00
2010-04-01,130212000.00
2010-05-01,131330000.00
2010-06-01,131448000.00
2010-07-01,130111000.00
2010-08-01,130175000.00
2010-09-01,130669000.00
2010-10-01,131641000.00
2010-11-01,131947000.00
2010-12-01,131641000.00
2011-01-01,128778000.00
2011-02-01,129592000.00
2011-03-01,130499000.00
2011-04-01,131715000.00
2011-05-01,132399000.00
2011-06-01,132889000.00
2011-07-01,131615000.00
2011-08-01,131890000.00
2011-09-01,132636000.00
2011-10-01,133558000.00
2011-11-01,133893000.00
2011-12-01,133718000.00
2012-01-01,131113000.00
2012-02-01,132067000.00
2012-03-01,132971000.00
2012-04-01,133854000.00
2012-05-01,134667000.00
2012-06-01,135005000.00
2012-07-01,133795000.00
2012-08-01,134175000.00
2012-09-01,134802000.00
2012-10-01,135649000.00
2012-11-01,136039000.00
2012-12-01,135964000.00
2013-01-01,133081000.00
2013-02-01,134120000.00
2013-03-01,134918000.00
2013-04-01,135923000.00
2013-05-01,136816000.00
2013-06-01,137226000.00
2013-07-01,136052000.00
2013-08-01,136488000.00
2013-09-01,137096000.00
2013-10-01,138019000.00
2013-11-01,138543000.00
2013-12-01,138292000.00
2014-01-01,135488000.00
2014-02-01,136229000.00
2014-03-01,137187000.00
2014-04-01,138325000.00
2014-05-01,139237000.00
2014-06-01,139824000.00
2014-07-01,138745000.00
2014-08-01,139125000.00
2014-09-01,139812000.00
2014-10-01,140866000.00
2014-11-01,141331000.00
2014-12-01,141326000.00
2015-01-01,138511000.00
2015-02-01,139343000.00
2015-03-01,140099000.00
2015-04-01,141283000.00
2015-05-01,142224000.00
2015-06-01,142700000.00
2015-07-01,141747000.00
2015-08-01,141939000.00
2015-09-01,142497000.00
2015-10-01,143645000.00
2015-11-01,144066000.00
2015-12-01,144063000.00
2016-01-01,141088000.00
2016-02-01,141919000.00
2016-03-01,142814000.00
2016-04-01,143909000.00
2016-05-01,144557000.00
2016-06-01,145222000.00
2016-07-01,144248000.00
2016-08-01,144502000.00
2016-09-01,145168000.00
2016-10-01,146049000.00
2016-11-01,146482000.00
2016-12-01,146270000.00
2017-01-01,143393000.00
2017-02-01,144423000.00
2017-03-01,145078000.00
2017-04-01,146101000.00
2017-05-01,146937000.00
2017-06-01,147578000.00
2017-07-01,146486000.00
2017-08-01,146801000.00
2017-09-01,147177000.00
2017-10-01,148203000.00
2017-11-01,148783000.00
2017-12-01,148530000.00
2018-01-01,145435000.00
2018-02-01,146674000.00
2018-03-01,147384000.00
2018-04-01,148366000.00
2018-05-01,149309000.00
