Date,LREM25TTUSM156N
1991-01-01,78.08
1991-02-01,78.19
1991-03-01,78.27
1991-04-01,78.91
1991-05-01,78.98
1991-06-01,78.82
1991-07-01,78.52
1991-08-01,78.35
1991-09-01,79.00
1991-10-01,79.15
1991-11-01,78.82
1991-12-01,78.44
1992-01-01,77.60
1992-02-01,77.53
1992-03-01,77.86
1992-04-01,78.38
1992-05-01,78.75
1992-06-01,78.56
1992-07-01,78.29
1992-08-01,78.18
1992-09-01,78.63
1992-10-01,78.86
1992-11-01,78.64
1992-12-01,78.35
1993-01-01,77.48
1993-02-01,77.58
1993-03-01,77.96
1993-04-01,78.19
1993-05-01,78.82
1993-06-01,78.57
1993-07-01,78.41
1993-08-01,78.53
1993-09-01,78.98
1993-10-01,79.32
1993-11-01,79.42
1993-12-01,79.25
1994-01-01,78.16
1994-02-01,78.40
1994-03-01,78.66
1994-04-01,78.93
1994-05-01,79.46
1994-06-01,78.79
1994-07-01,78.88
1994-08-01,79.05
1994-09-01,79.97
1994-10-01,80.24
1994-11-01,80.28
1994-12-01,80.01
1995-01-01,78.98
1995-02-01,79.50
1995-03-01,79.68
1995-04-01,79.78
1995-05-01,79.96
1995-06-01,79.46
1995-07-01,79.47
1995-08-01,79.44
1995-09-01,80.15
1995-10-01,80.44
1995-11-01,80.22
1995-12-01,79.91
1996-01-01,79.06
1996-02-01,79.46
1996-03-01,79.73
1996-04-01,79.89
1996-05-01,80.21
1996-06-01,80.05
1996-07-01,80.09
1996-08-01,80.34
1996-09-01,80.77
1996-10-01,81.16
1996-11-01,80.98
1996-12-01,80.70
1997-01-01,79.89
1997-02-01,80.00
1997-03-01,80.45
1997-04-01,80.72
1997-05-01,80.84
1997-06-01,80.79
1997-07-01,80.83
1997-08-01,81.05
1997-09-01,81.40
1997-10-01,81.59
1997-11-01,81.45
1997-12-01,81.18
1998-01-01,80.37
1998-02-01,80.62
1998-03-01,80.90
1998-04-01,81.07
1998-05-01,81.26
1998-06-01,80.94
1998-07-01,80.79
1998-08-01,80.94
1998-09-01,81.52
1998-10-01,81.63
1998-11-01,81.67
1998-12-01,81.54
1999-01-01,81.29
1999-02-01,81.14
1999-03-01,81.22
1999-04-01,81.40
1999-05-01,81.65
1999-06-01,81.27
1999-07-01,80.81
1999-08-01,80.98
1999-09-01,81.56
1999-10-01,81.93
1999-11-01,82.02
1999-12-01,81.69
2000-01-01,81.29
2000-02-01,81.48
2000-03-01,81.65
2000-04-01,82.04
2000-05-01,81.80
2000-06-01,81.41
2000-07-01,80.89
2000-08-01,80.81
2000-09-01,81.37
2000-10-01,81.55
2000-11-01,81.70
2000-12-01,81.58
2001-01-01,80.88
2001-02-01,81.03
2001-03-01,81.19
2001-04-01,81.01
2001-05-01,81.08
2001-06-01,80.46
2001-07-01,80.16
2001-08-01,79.97
2001-09-01,80.45
2001-10-01,80.36
2001-11-01,80.01
2001-12-01,79.95
2002-01-01,79.02
2002-02-01,79.52
2002-03-01,79.52
2002-04-01,79.60
2002-05-01,79.64
2002-06-01,79.07
2002-07-01,78.74
2002-08-01,79.09
2002-09-01,79.65
2002-10-01,79.67
2002-11-01,79.11
2002-12-01,79.13
2003-01-01,78.39
2003-02-01,78.57
2003-03-01,78.86
2003-04-01,79.17
2003-05-01,79.07
2003-06-01,78.81
2003-07-01,78.44
2003-08-01,78.52
2003-09-01,78.91
2003-10-01,79.10
2003-11-01,79.08
2003-12-01,78.93
2004-01-01,78.36
2004-02-01,78.48
2004-03-01,78.61
2004-04-01,79.01
2004-05-01,79.22
2004-06-01,78.99
2004-07-01,78.90
2004-08-01,78.87
2004-09-01,79.34
2004-10-01,79.49
2004-11-01,79.46
2004-12-01,79.06
2005-01-01,78.64
2005-02-01,78.83
2005-03-01,78.94
2005-04-01,79.45
2005-05-01,79.67
2005-06-01,79.11
2005-07-01,79.12
2005-08-01,79.51
2005-09-01,79.78
2005-10-01,79.86
2005-11-01,79.64
2005-12-01,79.49
2006-01-01,79.08
2006-02-01,79.19
2006-03-01,79.50
2006-04-01,79.65
2006-05-01,79.87
2006-06-01,79.67
2006-07-01,79.49
2006-08-01,79.69
2006-09-01,80.21
2006-10-01,80.67
2006-11-01,80.46
2006-12-01,80.27
2007-01-01,79.78
2007-02-01,79.59
2007-03-01,79.93
2007-04-01,80.03
2007-05-01,80.21
2007-06-01,79.83
2007-07-01,79.48
2007-08-01,79.75
2007-09-01,80.09
2007-10-01,80.18
2007-11-01,80.24
2007-12-01,79.88
2008-01-01,79.42
2008-02-01,79.32
2008-03-01,79.45
2008-04-01,79.71
2008-05-01,79.64
2008-06-01,79.28
2008-07-01,78.93
2008-08-01,78.82
2008-09-01,79.12
2008-10-01,79.06
2008-11-01,78.60
2008-12-01,77.66
2009-01-01,76.45
2009-02-01,76.12
2009-03-01,75.91
2009-04-01,76.31
2009-05-01,76.06
2009-06-01,75.80
2009-07-01,75.53
2009-08-01,75.54
2009-09-01,75.46
2009-10-01,75.61
2009-11-01,75.63
2009-12-01,74.84
2010-01-01,74.59
2010-02-01,74.57
2010-03-01,74.78
2010-04-01,75.52
2010-05-01,75.33
2010-06-01,75.15
2010-07-01,74.83
2010-08-01,75.02
2010-09-01,75.41
2010-10-01,75.59
2010-11-01,75.23
2010-12-01,75.08
2011-01-01,74.61
2011-02-01,74.62
2011-03-01,74.97
2011-04-01,75.22
2011-05-01,75.44
2011-06-01,74.91
2011-07-01,74.80
2011-08-01,75.03
2011-09-01,75.30
2011-10-01,75.44
2011-11-01,75.63
2011-12-01,75.44
2012-01-01,75.00
2012-02-01,75.07
2012-03-01,75.46
2012-04-01,75.84
2012-05-01,76.00
2012-06-01,75.59
2012-07-01,75.39
2012-08-01,75.65
2012-09-01,76.30
2012-10-01,76.52
2012-11-01,76.08
2012-12-01,75.92
2013-01-01,75.12
2013-02-01,75.38
2013-03-01,75.63
2013-04-01,76.05
2013-05-01,76.34
2013-06-01,75.87
2013-07-01,75.76
2013-08-01,75.86
2013-09-01,76.32
2013-10-01,75.97
2013-11-01,76.28
2013-12-01,76.11
2014-01-01,75.94
2014-02-01,76.07
2014-03-01,76.44
2014-04-01,76.67
2014-05-01,76.75
2014-06-01,76.77
2014-07-01,76.38
2014-08-01,76.72
2014-09-01,77.15
2014-10-01,77.25
2014-11-01,77.19
2014-12-01,77.04
2015-01-01,76.68
2015-02-01,76.89
2015-03-01,77.07
2015-04-01,77.41
2015-05-01,77.54
2015-06-01,77.24
2015-07-01,76.80
2015-08-01,77.08
2015-09-01,77.57
2015-10-01,77.54
2015-11-01,77.68
2015-12-01,77.41
2016-01-01,77.31
2016-02-01,77.55
2016-03-01,77.91
2016-04-01,77.95
2016-05-01,78.14
2016-06-01,77.75
2016-07-01,77.62
2016-08-01,77.62
2016-09-01,78.30
2016-10-01,78.46
2016-11-01,78.40
2016-12-01,78.13
2017-01-01,77.78
2017-02-01,78.10
2017-03-01,78.45
2017-04-01,78.78
2017-05-01,78.71
2017-06-01,78.44
2017-07-01,78.32
2017-08-01,78.15
2017-09-01,79.24
2017-10-01,79.15
2017-11-01,79.32
2017-12-01,79.09
2018-01-01,78.55
2018-02-01,79.09
2018-03-01,79.20
2018-04-01,79.34
2018-05-01,79.52
