Date,LFWA25TTUSM647N
1968-10-01,68651000.00
1968-11-01,68734000.00
1968-12-01,68793000.00
1969-01-01,68857000.00
1969-02-01,68900000.00
1969-03-01,68942000.00
1969-04-01,68988000.00
1969-05-01,69054000.00
1969-06-01,69106000.00
1969-07-01,69208000.00
1969-08-01,69258000.00
1969-09-01,69302000.00
1969-10-01,69362000.00
1969-11-01,69424000.00
1969-12-01,69541000.00
1970-01-01,69604000.00
1970-02-01,69672000.00
1970-03-01,69743000.00
1970-04-01,69821000.00
1970-05-01,69903000.00
1970-06-01,69967000.00
1970-07-01,70043000.00
1970-08-01,70093000.00
1970-09-01,70138000.00
1970-10-01,70210000.00
1970-11-01,70284000.00
1970-12-01,70340000.00
1971-01-01,70414000.00
1971-02-01,70472000.00
1971-03-01,70511000.00
1971-04-01,70588000.00
1971-05-01,70663000.00
1971-06-01,70721000.00
1971-07-01,70789000.00
1971-08-01,70938000.00
1971-09-01,71087000.00
1971-10-01,71238000.00
1971-11-01,71362000.00
1971-12-01,71514000.00
1972-01-01,71723000.00
1972-02-01,71878000.00
1972-03-01,71997000.00
1972-04-01,72138000.00
1972-05-01,72293000.00
1972-06-01,72393000.00
1972-07-01,72538000.00
1972-08-01,72648000.00
1972-09-01,72761000.00
1972-10-01,72854000.00
1972-11-01,72959000.00
1972-12-01,73092000.00
1973-01-01,73216000.00
1973-02-01,73330000.00
1973-03-01,73492000.00
1973-04-01,73605000.00
1973-05-01,73730000.00
1973-06-01,73836000.00
1973-07-01,73958000.00
1973-08-01,74071000.00
1973-09-01,74184000.00
1973-10-01,74297000.00
1973-11-01,74410000.00
1973-12-01,74582000.00
1974-01-01,74878000.00
1974-02-01,74987000.00
1974-03-01,75085000.00
1974-04-01,75199000.00
1974-05-01,75327000.00
1974-06-01,75452000.00
1974-07-01,75563000.00
1974-08-01,75660000.00
1974-09-01,75756000.00
1974-10-01,75859000.00
1974-11-01,75959000.00
1974-12-01,76058000.00
1975-01-01,76167000.00
1975-02-01,76266000.00
1975-03-01,76363000.00
1975-04-01,76456000.00
1975-05-01,76570000.00
1975-06-01,76686000.00
1975-07-01,76840000.00
1975-08-01,76947000.00
1975-09-01,77068000.00
1975-10-01,77175000.00
1975-11-01,77291000.00
1975-12-01,77407000.00
1976-01-01,77527000.00
1976-02-01,77635000.00
1976-03-01,77746000.00
1976-04-01,77851000.00
1976-05-01,77973000.00
1976-06-01,78099000.00
1976-07-01,78218000.00
1976-08-01,78339000.00
1976-09-01,78459000.00
1976-10-01,78558000.00
1976-11-01,78673000.00
1976-12-01,78820000.00
1977-01-01,78934000.00
1977-02-01,79048000.00
1977-03-01,79154000.00
1977-04-01,79275000.00
1977-05-01,79412000.00
1977-06-01,79544000.00
1977-07-01,79670000.00
1977-08-01,79800000.00
1977-09-01,79927000.00
1977-10-01,80054000.00
1977-11-01,80190000.00
1977-12-01,80317000.00
1978-01-01,80444000.00
1978-02-01,80564000.00
1978-03-01,80679000.00
1978-04-01,80810000.00
1978-05-01,80950000.00
1978-06-01,81097000.00
1978-07-01,81226000.00
1978-08-01,81364000.00
1978-09-01,81498000.00
1978-10-01,81652000.00
1978-11-01,81788000.00
1978-12-01,81931000.00
1979-01-01,82080000.00
1979-02-01,82211000.00
1979-03-01,82359000.00
1979-04-01,82470000.00
1979-05-01,82632000.00
1979-06-01,82789000.00
1979-07-01,82926000.00
1979-08-01,83068000.00
1979-09-01,83211000.00
1979-10-01,83439000.00
1979-11-01,83582000.00
1979-12-01,83737000.00
1980-01-01,83886000.00
1980-02-01,84026000.00
1980-03-01,84163000.00
1980-04-01,84311000.00
1980-05-01,84458000.00
1980-06-01,84612000.00
1980-07-01,84798000.00
1980-08-01,84932000.00
1980-09-01,85076000.00
1980-10-01,85227000.00
1980-11-01,85369000.00
1980-12-01,85508000.00
1981-01-01,85659000.00
1981-02-01,85809000.00
1981-03-01,85950000.00
1981-04-01,86100000.00
1981-05-01,86250000.00
1981-06-01,86398000.00
1981-07-01,86553000.00
1981-08-01,86698000.00
1981-09-01,86862000.00
1981-10-01,87036000.00
1981-11-01,87203000.00
1981-12-01,87358000.00
1982-01-01,87517000.00
1982-02-01,87670000.00
1982-03-01,87813000.00
1982-04-01,87967000.00
1982-05-01,88128000.00
1982-06-01,88281000.00
1982-07-01,88437000.00
1982-08-01,88593000.00
1982-09-01,88756000.00
1982-10-01,88935000.00
1982-11-01,89107000.00
1982-12-01,89198000.00
1983-01-01,89349000.00
1983-02-01,89513000.00
1983-03-01,89671000.00
1983-04-01,89823000.00
1983-05-01,89988000.00
1983-06-01,90149000.00
1983-07-01,90319000.00
1983-08-01,90480000.00
1983-09-01,90655000.00
1983-10-01,90821000.00
1983-11-01,91003000.00
1983-12-01,91176000.00
1984-01-01,91517000.00
1984-02-01,91690000.00
1984-03-01,91863000.00
1984-04-01,92033000.00
1984-05-01,92212000.00
1984-06-01,92390000.00
1984-07-01,92555000.00
1984-08-01,92726000.00
1984-09-01,92905000.00
1984-10-01,93096000.00
1984-11-01,93280000.00
1984-12-01,93432000.00
1985-01-01,93534000.00
1985-02-01,93663000.00
1985-03-01,93869000.00
1985-04-01,94031000.00
1985-05-01,94193000.00
1985-06-01,94381000.00
1985-07-01,94562000.00
1985-08-01,94712000.00
1985-09-01,94872000.00
1985-10-01,95072000.00
1985-11-01,95252000.00
1985-12-01,95451000.00
1986-01-01,96074000.00
1986-02-01,96220000.00
1986-03-01,96383000.00
1986-04-01,96532000.00
1986-05-01,96694000.00
1986-06-01,96950000.00
1986-07-01,97128000.00
1986-08-01,97297000.00
1986-09-01,97448000.00
1986-10-01,97627000.00
1986-11-01,97801000.00
1986-12-01,98010000.00
1987-01-01,98267000.00
1987-02-01,98447000.00
1987-03-01,98621000.00
1987-04-01,98816000.00
1987-05-01,98991000.00
1987-06-01,99155000.00
1987-07-01,99344000.00
1987-08-01,99471000.00
1987-09-01,99647000.00
1987-10-01,99823000.00
1987-11-01,100021000.00
1987-12-01,100202000.00
1988-01-01,100429000.00
1988-02-01,100611000.00
1988-03-01,100748000.00
1988-04-01,100950000.00
1988-05-01,101127000.00
1988-06-01,101318000.00
1988-07-01,101515000.00
1988-08-01,101700000.00
1988-09-01,101873000.00
1988-10-01,102038000.00
1988-11-01,102163000.00
1988-12-01,102311000.00
1989-01-01,102558000.00
1989-02-01,102803000.00
1989-03-01,103008000.00
1989-04-01,103163000.00
1989-05-01,103328000.00
1989-06-01,103455000.00
1989-07-01,103672000.00
1989-08-01,103836000.00
1989-09-01,103983000.00
1989-10-01,104159000.00
1989-11-01,104338000.00
1989-12-01,104480000.00
1990-01-01,104971000.00
1990-02-01,105137000.00
1990-03-01,105254000.00
1990-04-01,105374000.00
1990-05-01,105575000.00
1990-06-01,105618000.00
1990-07-01,105756000.00
1990-08-01,105980000.00
1990-09-01,106142000.00
1990-10-01,106332000.00
1990-11-01,106533000.00
1990-12-01,106647000.00
1991-01-01,106760000.00
1991-02-01,106888000.00
1991-03-01,106971000.00
1991-04-01,107091000.00
1991-05-01,107268000.00
1991-06-01,107428000.00
1991-07-01,107575000.00
1991-08-01,107694000.00
1991-09-01,107855000.00
1991-10-01,108005000.00
1991-11-01,108236000.00
1991-12-01,108383000.00
1992-01-01,108520000.00
1992-02-01,108768000.00
1992-03-01,108835000.00
1992-04-01,108977000.00
1992-05-01,109112000.00
1992-06-01,109239000.00
1992-07-01,109381000.00
1992-08-01,109516000.00
1992-09-01,109693000.00
1992-10-01,109828000.00
1992-11-01,109955000.00
1992-12-01,110205000.00
1993-01-01,110320000.00
1993-02-01,110505000.00
1993-03-01,110622000.00
1993-04-01,110751000.00
1993-05-01,110831000.00
1993-06-01,110944000.00
1993-07-01,111149000.00
1993-08-01,111176000.00
1993-09-01,111362000.00
1993-10-01,111503000.00
1993-11-01,111629000.00
1993-12-01,111847000.00
1994-01-01,111955000.00
1994-02-01,112144000.00
1994-03-01,112261000.00
1994-04-01,112359000.00
1994-05-01,112427000.00
1994-06-01,112506000.00
1994-07-01,112592000.00
1994-08-01,112719000.00
1994-09-01,112872000.00
1994-10-01,113046000.00
1994-11-01,113223000.00
1994-12-01,113308000.00
1995-01-01,113389000.00
1995-02-01,113598000.00
1995-03-01,113688000.00
1995-04-01,113758000.00
1995-05-01,113826000.00
1995-06-01,113873000.00
1995-07-01,114002000.00
1995-08-01,114137000.00
1995-09-01,114282000.00
1995-10-01,114459000.00
1995-11-01,114598000.00
1995-12-01,114700000.00
1996-01-01,114724000.00
1996-02-01,114957000.00
1996-03-01,115069000.00
1996-04-01,115238000.00
1996-05-01,115403000.00
1996-06-01,115488000.00
1996-07-01,115581000.00
1996-08-01,115667000.00
1996-09-01,115818000.00
1996-10-01,115938000.00
1996-11-01,116059000.00
1996-12-01,116131000.00
1997-01-01,116348000.00
1997-02-01,116462000.00
1997-03-01,116559000.00
1997-04-01,116662000.00
1997-05-01,116873000.00
1997-06-01,116902000.00
1997-07-01,116881000.00
1997-08-01,116940000.00
1997-09-01,117018000.00
1997-10-01,117039000.00
1997-11-01,117124000.00
1997-12-01,117181000.00
1998-01-01,117202000.00
1998-02-01,117246000.00
1998-03-01,117218000.00
1998-04-01,117329000.00
1998-05-01,117483000.00
1998-06-01,117427000.00
1998-07-01,117375000.00
1998-08-01,117487000.00
1998-09-01,117511000.00
1998-10-01,117596000.00
1998-11-01,117731000.00
1998-12-01,117789000.00
1999-01-01,117912000.00
1999-02-01,117808000.00
1999-03-01,117854000.00
1999-04-01,117862000.00
1999-05-01,117995000.00
1999-06-01,118240000.00
1999-07-01,118266000.00
1999-08-01,118369000.00
1999-09-01,118328000.00
1999-10-01,118433000.00
1999-11-01,118577000.00
1999-12-01,118734000.00
2000-01-01,120252000.00
2000-02-01,120264000.00
2000-03-01,120237000.00
2000-04-01,120319000.00
2000-05-01,120534000.00
2000-06-01,120546000.00
2000-07-01,120716000.00
2000-08-01,120847000.00
2000-09-01,120843000.00
2000-10-01,121056000.00
2000-11-01,121072000.00
2000-12-01,121191000.00
2001-01-01,121330000.00
2001-02-01,121340000.00
2001-03-01,121477000.00
2001-04-01,121555000.00
2001-05-01,121556000.00
2001-06-01,121579000.00
2001-07-01,121616000.00
2001-08-01,121740000.00
2001-09-01,121735000.00
2001-10-01,121771000.00
2001-11-01,121769000.00
2001-12-01,121779000.00
2002-01-01,121880000.00
2002-02-01,121814000.00
2002-03-01,121912000.00
2002-04-01,121913000.00
2002-05-01,121988000.00
2002-06-01,122114000.00
2002-07-01,122103000.00
2002-08-01,122201000.00
2002-09-01,122234000.00
2002-10-01,122213000.00
2002-11-01,122264000.00
2002-12-01,122284000.00
2003-01-01,122930000.00
2003-02-01,123006000.00
2003-03-01,123046000.00
2003-04-01,123125000.00
2003-05-01,123172000.00
2003-06-01,123231000.00
2003-07-01,123317000.00
2003-08-01,123379000.00
2003-09-01,123469000.00
2003-10-01,123523000.00
2003-11-01,123595000.00
2003-12-01,123676000.00
2004-01-01,123095000.00
2004-02-01,123150000.00
2004-03-01,123208000.00
2004-04-01,123262000.00
2004-05-01,123301000.00
2004-06-01,123373000.00
2004-07-01,123426000.00
2004-08-01,123496000.00
2004-09-01,123564000.00
2004-10-01,123607000.00
2004-11-01,123686000.00
2004-12-01,123751000.00
2005-01-01,123764000.00
2005-02-01,123813000.00
2005-03-01,123877000.00
2005-04-01,123941000.00
2005-05-01,124017000.00
2005-06-01,124121000.00
2005-07-01,124194000.00
2005-08-01,124270000.00
2005-09-01,124382000.00
2005-10-01,124472000.00
2005-11-01,124582000.00
2005-12-01,124671000.00
2006-01-01,124579000.00
2006-02-01,124637000.00
2006-03-01,124661000.00
2006-04-01,124711000.00
2006-05-01,124756000.00
2006-06-01,124805000.00
2006-07-01,124881000.00
2006-08-01,124974000.00
2006-09-01,125045000.00
2006-10-01,125113000.00
2006-11-01,125201000.00
2006-12-01,125244000.00
2007-01-01,125387000.00
2007-02-01,125456000.00
2007-03-01,125488000.00
2007-04-01,125550000.00
2007-05-01,125581000.00
2007-06-01,125620000.00
2007-07-01,125715000.00
2007-08-01,125791000.00
2007-09-01,125867000.00
2007-10-01,125916000.00
2007-11-01,125978000.00
2007-12-01,126009000.00
2008-01-01,125396000.00
2008-02-01,125440000.00
2008-03-01,125474000.00
2008-04-01,125506000.00
2008-05-01,125563000.00
2008-06-01,125627000.00
2008-07-01,125699000.00
2008-08-01,125742000.00
2008-09-01,125801000.00
2008-10-01,125812000.00
2008-11-01,125857000.00
2008-12-01,125904000.00
2009-01-01,125461000.00
2009-02-01,125498000.00
2009-03-01,125493000.00
2009-04-01,125491000.00
2009-05-01,125513000.00
2009-06-01,125533000.00
2009-07-01,125604000.00
2009-08-01,125617000.00
2009-09-01,125637000.00
2009-10-01,125644000.00
2009-11-01,125647000.00
2009-12-01,125640000.00
2010-01-01,125156000.00
2010-02-01,125178000.00
2010-03-01,125191000.00
2010-04-01,125192000.00
2010-05-01,125249000.00
2010-06-01,125268000.00
2010-07-01,125326000.00
2010-08-01,125337000.00
2010-09-01,125354000.00
2010-10-01,125407000.00
2010-11-01,125415000.00
2010-12-01,125410000.00
2011-01-01,124628000.00
2011-02-01,124647000.00
2011-03-01,124644000.00
2011-04-01,124658000.00
2011-05-01,124727000.00
2011-06-01,124738000.00
2011-07-01,124771000.00
2011-08-01,124756000.00
2011-09-01,124728000.00
2011-10-01,124743000.00
2011-11-01,124722000.00
2011-12-01,124690000.00
2012-01-01,124356000.00
2012-02-01,124341000.00
2012-03-01,124323000.00
2012-04-01,124357000.00
2012-05-01,124363000.00
2012-06-01,124355000.00
2012-07-01,124372000.00
2012-08-01,124308000.00
2012-09-01,124259000.00
2012-10-01,124270000.00
2012-11-01,124248000.00
2012-12-01,124219000.00
2013-01-01,124357000.00
2013-02-01,124354000.00
2013-03-01,124343000.00
2013-04-01,124380000.00
2013-05-01,124388000.00
2013-06-01,124406000.00
2013-07-01,124401000.00
2013-08-01,124409000.00
2013-09-01,124465000.00
2013-10-01,124461000.00
2013-11-01,124474000.00
2013-12-01,124438000.00
2014-01-01,124453000.00
2014-02-01,124439000.00
2014-03-01,124410000.00
2014-04-01,124453000.00
2014-05-01,124442000.00
2014-06-01,124478000.00
2014-07-01,124500000.00
2014-08-01,124549000.00
2014-09-01,124587000.00
2014-10-01,124607000.00
2014-11-01,124612000.00
2014-12-01,124597000.00
2015-01-01,124974000.00
2015-02-01,124959000.00
2015-03-01,124949000.00
2015-04-01,124970000.00
2015-05-01,125015000.00
2015-06-01,125085000.00
2015-07-01,125147000.00
2015-08-01,125210000.00
2015-09-01,125238000.00
2015-10-01,125241000.00
2015-11-01,125258000.00
2015-12-01,125258000.00
2016-01-01,125536000.00
2016-02-01,125570000.00
2016-03-01,125614000.00
2016-04-01,125635000.00
2016-05-01,125674000.00
2016-06-01,125716000.00
2016-07-01,125771000.00
2016-08-01,125852000.00
2016-09-01,125896000.00
2016-10-01,125928000.00
2016-11-01,125965000.00
2016-12-01,125970000.00
2017-01-01,125547000.00
2017-02-01,125567000.00
2017-03-01,125572000.00
2017-04-01,125562000.00
2017-05-01,125602000.00
2017-06-01,125667000.00
2017-07-01,125732000.00
2017-08-01,125772000.00
2017-09-01,125804000.00
2017-10-01,125822000.00
2017-11-01,125849000.00
2017-12-01,125867000.00
2018-01-01,126238000.00
2018-02-01,126241000.00
2018-03-01,126282000.00
2018-04-01,126295000.00
2018-05-01,126321000.00
