Date,WRMFNS
2018-03-26,722000000000.00
2018-04-02,717200000000.00
2018-04-09,722700000000.00
2018-04-16,719800000000.00
2018-04-23,715300000000.00
2018-04-30,715500000000.00
2018-05-07,723000000000.00
2018-05-14,725400000000.00
2018-05-21,735400000000.00
2018-05-28,734900000000.00
2018-06-04,735100000000.00
2018-06-11,739600000000.00
2018-06-18,739900000000.00
