Date,U33SNO
2011-06-01,33921000000.00
2011-07-01,30922000000.00
2011-08-01,31259000000.00
2011-09-01,32559000000.00
2011-10-01,33418000000.00
2011-11-01,29415000000.00
2011-12-01,35143000000.00
2012-01-01,31631000000.00
2012-02-01,35033000000.00
2012-03-01,38843000000.00
2012-04-01,34633000000.00
2012-05-01,35127000000.00
2012-06-01,35387000000.00
2012-07-01,30224000000.00
2012-08-01,29770000000.00
2012-09-01,30515000000.00
2012-10-01,32922000000.00
2012-11-01,30204000000.00
2012-12-01,31280000000.00
2013-01-01,32704000000.00
2013-02-01,31573000000.00
2013-03-01,34275000000.00
2013-04-01,33490000000.00
2013-05-01,33008000000.00
2013-06-01,32725000000.00
2013-07-01,30854000000.00
2013-08-01,30476000000.00
2013-09-01,31188000000.00
2013-10-01,31149000000.00
2013-11-01,29846000000.00
2013-12-01,33891000000.00
2014-01-01,33036000000.00
2014-02-01,33742000000.00
2014-03-01,38012000000.00
2014-04-01,34859000000.00
2014-05-01,33685000000.00
2014-06-01,36836000000.00
2014-07-01,32040000000.00
2014-08-01,33228000000.00
2014-09-01,35288000000.00
2014-10-01,32463000000.00
2014-11-01,28175000000.00
2014-12-01,31593000000.00
2015-01-01,30191000000.00
2015-02-01,30973000000.00
2015-03-01,34434000000.00
2015-04-01,32555000000.00
2015-05-01,30423000000.00
2015-06-01,33251000000.00
2015-07-01,29620000000.00
2015-08-01,30353000000.00
2015-09-01,31190000000.00
2015-10-01,30691000000.00
2015-11-01,27718000000.00
2015-12-01,28803000000.00
2016-01-01,27851000000.00
2016-02-01,29625000000.00
2016-03-01,32438000000.00
2016-04-01,29381000000.00
2016-05-01,28124000000.00
2016-06-01,30447000000.00
2016-07-01,27064000000.00
2016-08-01,29631000000.00
2016-09-01,29646000000.00
2016-10-01,28594000000.00
2016-11-01,27212000000.00
2016-12-01,29389000000.00
2017-01-01,27938000000.00
2017-02-01,29003000000.00
2017-03-01,34091000000.00
2017-04-01,31102000000.00
2017-05-01,32134000000.00
2017-06-01,33464000000.00
2017-07-01,29415000000.00
2017-08-01,31308000000.00
2017-09-01,33156000000.00
2017-10-01,32593000000.00
2017-11-01,28483000000.00
2017-12-01,32019000000.00
2018-01-01,30541000000.00
2018-02-01,32048000000.00
2018-03-01,35436000000.00
2018-04-01,33111000000.00
2018-05-01,33255000000.00
