Date,U25BVS
2005-08-01,15164000000.00
2005-09-01,14049000000.00
2005-10-01,15382000000.00
2005-11-01,15790000000.00
2005-12-01,14028000000.00
2006-01-01,14140000000.00
2006-02-01,12927000000.00
2006-03-01,15705000000.00
2006-04-01,14549000000.00
2006-05-01,15948000000.00
2006-06-01,14616000000.00
2006-07-01,15036000000.00
2006-08-01,16450000000.00
2006-09-01,14710000000.00
2006-10-01,16254000000.00
2006-11-01,15865000000.00
2006-12-01,14734000000.00
2007-01-01,15630000000.00
2007-02-01,14626000000.00
2007-03-01,16325000000.00
2007-04-01,15709000000.00
2007-05-01,16182000000.00
2007-06-01,15298000000.00
2007-07-01,15559000000.00
2007-08-01,15963000000.00
2007-09-01,14708000000.00
2007-10-01,17090000000.00
2007-11-01,15312000000.00
2007-12-01,15997000000.00
2008-01-01,15365000000.00
2008-02-01,15282000000.00
2008-03-01,15794000000.00
2008-04-01,16274000000.00
2008-05-01,15509000000.00
2008-06-01,15694000000.00
2008-07-01,16226000000.00
2008-08-01,15645000000.00
2008-09-01,16238000000.00
2008-10-01,17814000000.00
2008-11-01,16289000000.00
2008-12-01,17136000000.00
2009-01-01,15629000000.00
2009-02-01,15733000000.00
2009-03-01,16951000000.00
2009-04-01,16310000000.00
2009-05-01,16031000000.00
2009-06-01,16473000000.00
2009-07-01,16206000000.00
2009-08-01,15816000000.00
2009-09-01,15734000000.00
2009-10-01,16666000000.00
2009-11-01,15251000000.00
2009-12-01,16269000000.00
2010-01-01,14483000000.00
2010-02-01,14062000000.00
2010-03-01,16018000000.00
2010-04-01,14949000000.00
2010-05-01,14985000000.00
2010-06-01,15817000000.00
2010-07-01,14953000000.00
2010-08-01,15961000000.00
2010-09-01,16264000000.00
2010-10-01,15781000000.00
2010-11-01,16127000000.00
2010-12-01,16174000000.00
2011-01-01,14674000000.00
2011-02-01,14564000000.00
2011-03-01,17587000000.00
2011-04-01,16092000000.00
2011-05-01,16666000000.00
2011-06-01,17465000000.00
2011-07-01,15622000000.00
2011-08-01,17227000000.00
2011-09-01,16769000000.00
2011-10-01,16448000000.00
2011-11-01,17489000000.00
2011-12-01,16960000000.00
2012-01-01,15420000000.00
2012-02-01,16425000000.00
2012-03-01,16851000000.00
2012-04-01,15935000000.00
2012-05-01,16647000000.00
2012-06-01,15990000000.00
2012-07-01,15656000000.00
2012-08-01,15848000000.00
2012-09-01,14614000000.00
2012-10-01,16160000000.00
2012-11-01,14640000000.00
2012-12-01,14850000000.00
2013-01-01,14694000000.00
2013-02-01,13767000000.00
2013-03-01,15431000000.00
2013-04-01,15290000000.00
2013-05-01,15772000000.00
2013-06-01,15128000000.00
2013-07-01,15651000000.00
2013-08-01,15617000000.00
2013-09-01,16050000000.00
2013-10-01,16664000000.00
2013-11-01,15493000000.00
2013-12-01,16432000000.00
2014-01-01,15767000000.00
2014-02-01,14956000000.00
2014-03-01,16889000000.00
2014-04-01,17672000000.00
2014-05-01,16926000000.00
2014-06-01,17268000000.00
2014-07-01,16391000000.00
2014-08-01,16593000000.00
2014-09-01,17106000000.00
2014-10-01,16841000000.00
2014-11-01,15555000000.00
2014-12-01,17357000000.00
2015-01-01,15911000000.00
2015-02-01,15692000000.00
2015-03-01,17975000000.00
2015-04-01,17272000000.00
2015-05-01,17428000000.00
2015-06-01,18662000000.00
2015-07-01,18656000000.00
2015-08-01,18653000000.00
2015-09-01,19721000000.00
2015-10-01,18632000000.00
2015-11-01,17825000000.00
2015-12-01,19264000000.00
2016-01-01,17749000000.00
2016-02-01,17247000000.00
2016-03-01,19934000000.00
2016-04-01,18321000000.00
2016-05-01,18760000000.00
2016-06-01,19112000000.00
2016-07-01,17274000000.00
2016-08-01,18470000000.00
2016-09-01,18457000000.00
2016-10-01,17765000000.00
2016-11-01,18066000000.00
2016-12-01,18713000000.00
2017-01-01,17781000000.00
2017-02-01,17382000000.00
2017-03-01,20025000000.00
2017-04-01,18724000000.00
2017-05-01,20206000000.00
2017-06-01,19798000000.00
2017-07-01,18553000000.00
2017-08-01,20797000000.00
2017-09-01,20374000000.00
2017-10-01,20504000000.00
2017-11-01,20524000000.00
2017-12-01,21108000000.00
2018-01-01,20714000000.00
2018-02-01,19086000000.00
2018-03-01,21250000000.00
2018-04-01,20517000000.00
