Date,U32SUO
2011-06-01,72596000000.00
2011-07-01,72976000000.00
2011-08-01,72260000000.00
2011-09-01,72503000000.00
2011-10-01,72289000000.00
2011-11-01,72414000000.00
2011-12-01,72225000000.00
2012-01-01,73113000000.00
2012-02-01,75481000000.00
2012-03-01,78265000000.00
2012-04-01,79760000000.00
2012-05-01,80200000000.00
2012-06-01,79483000000.00
2012-07-01,79726000000.00
2012-08-01,79197000000.00
2012-09-01,78809000000.00
2012-10-01,78072000000.00
2012-11-01,77361000000.00
2012-12-01,75819000000.00
2013-01-01,77771000000.00
2013-02-01,79635000000.00
2013-03-01,82222000000.00
2013-04-01,82671000000.00
2013-05-01,82665000000.00
2013-06-01,81612000000.00
2013-07-01,81253000000.00
2013-08-01,80460000000.00
2013-09-01,79466000000.00
2013-10-01,77783000000.00
2013-11-01,76070000000.00
2013-12-01,73944000000.00
2014-01-01,75019000000.00
2014-02-01,76449000000.00
2014-03-01,77514000000.00
2014-04-01,77794000000.00
2014-05-01,78744000000.00
2014-06-01,78131000000.00
2014-07-01,78126000000.00
2014-08-01,77561000000.00
2014-09-01,76940000000.00
2014-10-01,76633000000.00
2014-11-01,75813000000.00
2014-12-01,75078000000.00
2015-01-01,75135000000.00
2015-02-01,76087000000.00
2015-03-01,76441000000.00
2015-04-01,76166000000.00
2015-05-01,76212000000.00
2015-06-01,75824000000.00
2015-07-01,75902000000.00
2015-08-01,74692000000.00
2015-09-01,74112000000.00
2015-10-01,72912000000.00
2015-11-01,71886000000.00
2015-12-01,71503000000.00
2016-01-01,72632000000.00
2016-02-01,74086000000.00
2016-03-01,74746000000.00
2016-04-01,75399000000.00
2016-05-01,76128000000.00
2016-06-01,75652000000.00
2016-07-01,75819000000.00
2016-08-01,74830000000.00
2016-09-01,73472000000.00
2016-10-01,73163000000.00
2016-11-01,72845000000.00
2016-12-01,71697000000.00
2017-01-01,72859000000.00
2017-02-01,73402000000.00
2017-03-01,75270000000.00
2017-04-01,76415000000.00
2017-05-01,77299000000.00
2017-06-01,76946000000.00
2017-07-01,77924000000.00
2017-08-01,77590000000.00
2017-09-01,77809000000.00
2017-10-01,77462000000.00
2017-11-01,77529000000.00
2017-12-01,77374000000.00
2018-01-01,78734000000.00
2018-02-01,80158000000.00
2018-03-01,82006000000.00
2018-04-01,83970000000.00
2018-05-01,85229000000.00
