Date,CAPUTLG3361T3S
2000-01-01,85.74
2000-02-01,84.71
2000-03-01,84.61
2000-04-01,85.43
2000-05-01,85.25
2000-06-01,83.81
2000-07-01,80.37
2000-08-01,80.80
2000-09-01,80.29
2000-10-01,79.02
2000-11-01,75.25
2000-12-01,72.58
2001-01-01,69.00
2001-02-01,70.42
2001-03-01,73.83
2001-04-01,73.85
2001-05-01,75.25
2001-06-01,73.66
2001-07-01,74.21
2001-08-01,73.50
2001-09-01,71.23
2001-10-01,69.80
2001-11-01,72.50
2001-12-01,75.07
2002-01-01,74.49
2002-02-01,74.86
2002-03-01,75.83
2002-04-01,78.10
2002-05-01,78.35
2002-06-01,79.71
2002-07-01,81.65
2002-08-01,80.54
2002-09-01,80.25
2002-10-01,79.16
2002-11-01,82.06
2002-12-01,78.91
2003-01-01,82.32
2003-02-01,79.32
2003-03-01,78.67
2003-04-01,77.42
2003-05-01,76.47
2003-06-01,76.92
2003-07-01,79.58
2003-08-01,75.83
2003-09-01,79.63
2003-10-01,78.26
2003-11-01,78.86
2003-12-01,78.50
2004-01-01,78.97
2004-02-01,79.15
2004-03-01,78.48
2004-04-01,77.92
2004-05-01,77.08
2004-06-01,74.59
2004-07-01,74.02
2004-08-01,76.10
2004-09-01,75.79
2004-10-01,77.81
2004-11-01,76.17
2004-12-01,77.76
2005-01-01,77.55
2005-02-01,80.43
2005-03-01,77.11
2005-04-01,76.70
2005-05-01,76.49
2005-06-01,77.21
2005-07-01,73.81
2005-08-01,77.43
2005-09-01,79.10
2005-10-01,79.48
2005-11-01,76.82
2005-12-01,74.79
2006-01-01,76.45
2006-02-01,73.87
2006-03-01,74.84
2006-04-01,74.88
2006-05-01,73.38
2006-06-01,73.62
2006-07-01,68.30
2006-08-01,71.64
2006-09-01,69.56
2006-10-01,68.33
2006-11-01,69.50
2006-12-01,71.75
2007-01-01,68.40
2007-02-01,71.04
2007-03-01,71.76
2007-04-01,74.05
2007-05-01,73.64
2007-06-01,74.97
2007-07-01,73.15
2007-08-01,73.56
2007-09-01,70.49
2007-10-01,69.67
2007-11-01,70.15
2007-12-01,70.19
2008-01-01,67.77
2008-02-01,67.89
2008-03-01,63.39
2008-04-01,60.39
2008-05-01,59.50
2008-06-01,61.08
2008-07-01,59.07
2008-08-01,53.64
2008-09-01,53.88
2008-10-01,51.81
2008-11-01,49.98
2008-12-01,47.02
2009-01-01,33.70
2009-02-01,38.06
2009-03-01,38.84
2009-04-01,39.45
2009-05-01,35.55
2009-06-01,34.53
2009-07-01,45.05
2009-08-01,46.92
2009-09-01,52.30
2009-10-01,52.13
2009-11-01,54.19
2009-12-01,54.94
2010-01-01,56.13
2010-02-01,54.22
2010-03-01,55.80
2010-04-01,55.68
2010-05-01,60.13
2010-06-01,59.76
2010-07-01,63.81
2010-08-01,61.10
2010-09-01,61.90
2010-10-01,62.53
2010-11-01,60.16
2010-12-01,59.87
2011-01-01,61.46
2011-02-01,64.12
2011-03-01,66.37
2011-04-01,61.16
2011-05-01,62.16
2011-06-01,62.02
2011-07-01,63.96
2011-08-01,65.48
2011-09-01,65.50
2011-10-01,68.65
2011-11-01,66.96
2011-12-01,68.52
2012-01-01,71.91
2012-02-01,71.11
2012-03-01,70.64
2012-04-01,71.65
2012-05-01,70.53
2012-06-01,71.26
2012-07-01,70.77
2012-08-01,68.94
2012-09-01,67.83
2012-10-01,68.40
2012-11-01,70.08
2012-12-01,72.38
2013-01-01,69.92
2013-02-01,71.12
2013-03-01,72.12
2013-04-01,71.41
2013-05-01,71.53
2013-06-01,72.69
2013-07-01,67.91
2013-08-01,72.30
2013-09-01,73.80
2013-10-01,72.79
2013-11-01,74.40
2013-12-01,74.61
2014-01-01,70.05
2014-02-01,75.24
2014-03-01,75.86
2014-04-01,75.08
2014-05-01,76.95
2014-06-01,77.11
2014-07-01,80.92
2014-08-01,77.76
2014-09-01,76.53
2014-10-01,75.82
2014-11-01,80.03
2014-12-01,79.01
2015-01-01,78.21
2015-02-01,76.22
2015-03-01,79.80
2015-04-01,80.13
2015-05-01,82.36
2015-06-01,78.75
2015-07-01,85.72
2015-08-01,81.19
2015-09-01,81.08
2015-10-01,81.18
2015-11-01,79.68
2015-12-01,78.77
2016-01-01,80.70
2016-02-01,80.65
2016-03-01,79.50
2016-04-01,79.89
2016-05-01,77.25
2016-06-01,80.50
2016-07-01,81.86
2016-08-01,80.90
2016-09-01,80.95
2016-10-01,81.08
2016-11-01,79.71
2016-12-01,80.47
2017-01-01,79.51
2017-02-01,80.06
2017-03-01,77.63
2017-04-01,80.25
2017-05-01,78.35
2017-06-01,77.65
2017-07-01,74.50
2017-08-01,76.04
2017-09-01,76.82
2017-10-01,77.29
2017-11-01,76.88
2017-12-01,77.23
2018-01-01,76.74
2018-02-01,79.62
2018-03-01,81.74
2018-04-01,79.86
2018-05-01,74.60
