Date,DTCTHFNM
1958-02-01,12945000000.00
1958-03-01,12751000000.00
1958-04-01,12655000000.00
1958-05-01,12564000000.00
1958-06-01,12549000000.00
1958-07-01,12521000000.00
1958-08-01,12481000000.00
1958-09-01,12349000000.00
1958-10-01,12224000000.00
1958-11-01,12155000000.00
1958-12-01,12318000000.00
1959-01-01,12298000000.00
1959-02-01,12298000000.00
1959-03-01,12349000000.00
1959-04-01,12484000000.00
1959-05-01,12646000000.00
1959-06-01,12926000000.00
1959-07-01,13199000000.00
1959-08-01,13471000000.00
1959-09-01,13657000000.00
1959-10-01,13804000000.00
1959-11-01,13889000000.00
1959-12-01,14058000000.00
1960-01-01,14063000000.00
1960-02-01,14144000000.00
1960-03-01,14239000000.00
1960-04-01,14413000000.00
1960-05-01,14559000000.00
1960-06-01,14816000000.00
1960-07-01,15028000000.00
1960-08-01,15208000000.00
1960-09-01,15282000000.00
1960-10-01,15276000000.00
1960-11-01,15307000000.00
1960-12-01,15435000000.00
1961-01-01,15317000000.00
1961-02-01,15216000000.00
1961-03-01,15092000000.00
1961-04-01,15055000000.00
1961-05-01,15040000000.00
1961-06-01,15140000000.00
1961-07-01,15168000000.00
1961-08-01,15211000000.00
1961-09-01,15176000000.00
1961-10-01,15218000000.00
1961-11-01,15266000000.00
1961-12-01,15508000000.00
1962-01-01,15451000000.00
1962-02-01,15502000000.00
1962-03-01,15574000000.00
1962-04-01,15765000000.00
1962-05-01,15968000000.00
1962-06-01,16228000000.00
1962-07-01,16453000000.00
1962-08-01,16685000000.00
1962-09-01,16758000000.00
1962-10-01,16883000000.00
1962-11-01,17087000000.00
1962-12-01,17349000000.00
1963-01-01,17405000000.00
1963-02-01,17442000000.00
1963-03-01,17507000000.00
1963-04-01,17714000000.00
1963-05-01,17941000000.00
1963-06-01,18236000000.00
1963-07-01,18497000000.00
1963-08-01,18750000000.00
1963-09-01,18867000000.00
1963-10-01,19064000000.00
1963-11-01,19238000000.00
1963-12-01,19557000000.00
1964-01-01,19589000000.00
1964-02-01,19650000000.00
1964-03-01,19734000000.00
1964-04-01,19918000000.00
1964-05-01,20167000000.00
1964-06-01,20465000000.00
1964-07-01,20717000000.00
1964-08-01,20934000000.00
1964-09-01,21073000000.00
1964-10-01,21198000000.00
1964-11-01,21264000000.00
1964-12-01,21641000000.00
1965-01-01,21663000000.00
1965-02-01,21774000000.00
1965-03-01,21890000000.00
1965-04-01,22179000000.00
1965-05-01,22441000000.00
1965-06-01,22747000000.00
1965-07-01,22995000000.00
1965-08-01,23323000000.00
1965-09-01,23408000000.00
1965-10-01,23429000000.00
1965-11-01,23516000000.00
1965-12-01,23851000000.00
1966-01-01,23761000000.00
1966-02-01,23673000000.00
1966-03-01,23642000000.00
1966-04-01,23709000000.00
1966-05-01,23784000000.00
1966-06-01,23977000000.00
1966-07-01,24142000000.00
1966-08-01,24300000000.00
1966-09-01,24288000000.00
1966-10-01,24340000000.00
1966-11-01,24429000000.00
1966-12-01,24796000000.00
1967-01-01,24572000000.00
1967-02-01,24350000000.00
1967-03-01,24212000000.00
1967-04-01,24162000000.00
1967-05-01,24110000000.00
1967-06-01,24212000000.00
1967-07-01,24275000000.00
1967-08-01,24361000000.00
1967-09-01,24274000000.00
1967-10-01,24261000000.00
1967-11-01,24299000000.00
1967-12-01,24576000000.00
1968-01-01,24328000000.00
1968-02-01,24273000000.00
1968-03-01,24283000000.00
1968-04-01,24386000000.00
1968-05-01,24503000000.00
1968-06-01,24816000000.00
1968-07-01,25070000000.00
1968-08-01,25330000000.00
1968-09-01,25322000000.00
1968-10-01,25480000000.00
1968-11-01,25642000000.00
1968-12-01,26074000000.00
1969-01-01,25953000000.00
1969-02-01,25959000000.00
1969-03-01,25971000000.00
1969-04-01,26159000000.00
1969-05-01,26408000000.00
1969-06-01,26769000000.00
1969-07-01,27021000000.00
1969-08-01,27246000000.00
1969-09-01,27304000000.00
1969-10-01,27441000000.00
1969-11-01,27575000000.00
1969-12-01,27846000000.00
1970-01-01,27612000000.00
1970-02-01,27508000000.00
1970-03-01,27330000000.00
1970-04-01,27361000000.00
1970-05-01,27348000000.00
1970-06-01,27543000000.00
1970-07-01,27237000000.00
1970-08-01,27452000000.00
1970-09-01,27525000000.00
1970-10-01,27540000000.00
1970-11-01,27464000000.00
1970-12-01,27580000000.00
1971-01-01,27369000000.00
1971-02-01,27286000000.00
1971-03-01,27218000000.00
1971-04-01,27330000000.00
1971-05-01,27437000000.00
1971-06-01,27600000000.00
1971-07-01,27947000000.00
1971-08-01,28188000000.00
1971-09-01,28252000000.00
1971-10-01,28443000000.00
1971-11-01,28763000000.00
1971-12-01,29224000000.00
1972-01-01,29092000000.00
1972-02-01,29103000000.00
1972-03-01,29184000000.00
1972-04-01,29440000000.00
1972-05-01,29823000000.00
1972-06-01,30273000000.00
1972-07-01,30582000000.00
1972-08-01,30936000000.00
1972-09-01,31007000000.00
1972-10-01,31104000000.00
1972-11-01,31407000000.00
1972-12-01,31893000000.00
1973-01-01,31783000000.00
1973-02-01,31877000000.00
1973-03-01,31947000000.00
1973-04-01,32170000000.00
1973-05-01,32673000000.00
1973-06-01,33139000000.00
1973-07-01,33625000000.00
1973-08-01,34120000000.00
1973-09-01,34356000000.00
1973-10-01,34708000000.00
1973-11-01,35050000000.00
1973-12-01,35359000000.00
1974-01-01,35148000000.00
1974-02-01,35110000000.00
1974-03-01,34860000000.00
1974-04-01,35032000000.00
1974-05-01,35388000000.00
1974-06-01,35723000000.00
1974-07-01,35971000000.00
1974-08-01,36340000000.00
1974-09-01,36301000000.00
1974-10-01,36190000000.00
1974-11-01,36059000000.00
1974-12-01,36087000000.00
1975-01-01,35598000000.00
1975-02-01,35442000000.00
1975-03-01,34997000000.00
1975-04-01,34824000000.00
1975-05-01,34790000000.00
1975-06-01,32197000000.00
1975-07-01,32440000000.00
1975-08-01,32478000000.00
1975-09-01,32358000000.00
1975-10-01,32298000000.00
1975-11-01,32403000000.00
1975-12-01,32570000000.00
1976-01-01,32261000000.00
1976-02-01,32061000000.00
1976-03-01,31935000000.00
1976-04-01,32117000000.00
1976-05-01,32268000000.00
1976-06-01,32625000000.00
1976-07-01,32908000000.00
1976-08-01,33120000000.00
1976-09-01,33136000000.00
1976-10-01,34020000000.00
1976-11-01,34208000000.00
1976-12-01,33704000000.00
1977-01-01,33769000000.00
1977-02-01,33717000000.00
1977-03-01,33902000000.00
1977-04-01,34142000000.00
1977-05-01,34576000000.00
1977-06-01,35026000000.00
1977-07-01,35574000000.00
1977-08-01,36030000000.00
1977-09-01,36241000000.00
1977-10-01,37965000000.00
1977-11-01,38553000000.00
1977-12-01,37314000000.00
1978-01-01,37341000000.00
1978-02-01,37346000000.00
1978-03-01,37600000000.00
1978-04-01,38156000000.00
1978-05-01,38954000000.00
1978-06-01,39858000000.00
1978-07-01,40533000000.00
1978-08-01,41405000000.00
1978-09-01,41952000000.00
1978-10-01,42489000000.00
1978-11-01,43415000000.00
1978-12-01,44448000000.00
1979-01-01,44977000000.00
1979-02-01,45472000000.00
1979-03-01,46420000000.00
1979-04-01,47547000000.00
1979-05-01,48551000000.00
1979-06-01,49743000000.00
1979-07-01,50911000000.00
1979-08-01,51512000000.00
1979-09-01,52697000000.00
1979-10-01,53311000000.00
1979-11-01,54551000000.00
1979-12-01,55445000000.00
1980-01-01,56865000000.00
1980-02-01,57461000000.00
1980-03-01,58074000000.00
1980-04-01,58906000000.00
1980-05-01,59211000000.00
1980-06-01,62901500000.00
1980-07-01,63341540000.00
1980-08-01,63472720000.00
1980-09-01,63564430000.00
1980-10-01,63690200000.00
1980-11-01,63393900000.00
1980-12-01,63968130000.00
1981-01-01,64051580000.00
1981-02-01,64252270000.00
1981-03-01,65151810000.00
1981-04-01,65660170000.00
1981-05-01,66099600000.00
1981-06-01,66583200000.00
1981-07-01,67266390000.00
1981-08-01,67750320000.00
1981-09-01,70827880000.00
1981-10-01,71261650000.00
1981-11-01,71918670000.00
1981-12-01,71933230000.00
1982-01-01,73049680000.00
1982-02-01,72792330000.00
1982-03-01,73096660000.00
1982-04-01,73704220000.00
1982-05-01,75149980000.00
1982-06-01,75943500000.00
1982-07-01,75787960000.00
1982-08-01,75781770000.00
1982-09-01,75840410000.00
1982-10-01,75410230000.00
1982-11-01,76379130000.00
1982-12-01,77319250000.00
1983-01-01,77668340000.00
1983-02-01,77656470000.00
1983-03-01,79276760000.00
1983-04-01,79870500000.00
1983-05-01,80624040000.00
1983-06-01,82235800000.00
1983-07-01,83125530000.00
1983-08-01,84053010000.00
1983-09-01,84386480000.00
1983-10-01,85136830000.00
1983-11-01,85925410000.00
1983-12-01,86381480000.00
1984-01-01,86214520000.00
1984-02-01,86186270000.00
1984-03-01,86691440000.00
1984-04-01,87348140000.00
1984-05-01,88665800000.00
1984-06-01,90271350000.00
1984-07-01,91681030000.00
1984-08-01,92928710000.00
1984-09-01,93421260000.00
1984-10-01,94183330000.00
1984-11-01,94896620000.00
1984-12-01,95750680000.00
1985-01-01,95976230000.00
1985-02-01,96536020000.00
1985-03-01,98452740000.00
1985-04-01,100952990000.00
1985-05-01,104007430000.00
1985-06-01,105447000000.00
1985-07-01,107683270000.00
1985-08-01,110164630000.00
1985-09-01,116530290000.00
1985-10-01,119255820000.00
1985-11-01,119355960000.00
1985-12-01,120208780000.00
1986-01-01,121947590000.00
1986-02-01,123145200000.00
1986-03-01,124352560000.00
1986-04-01,126113750000.00
1986-05-01,129109910000.00
1986-06-01,132412200000.00
1986-07-01,135678300000.00
1986-08-01,137861360000.00
1986-09-01,144729690000.00
1986-10-01,147567970000.00
1986-11-01,145824850000.00
1986-12-01,145381830000.00
1987-01-01,143101220000.00
1987-02-01,142077830000.00
1987-03-01,142083710000.00
1987-04-01,143609700000.00
1987-05-01,144035460000.00
1987-06-01,146151800000.00
1987-07-01,148545880000.00
1987-08-01,151045160000.00
1987-09-01,153804290000.00
1987-10-01,154432730000.00
1987-11-01,153689480000.00
1987-12-01,153728130000.00
1988-01-01,154462400000.00
1988-02-01,154581830000.00
1988-03-01,155360810000.00
1988-04-01,156356330000.00
1988-05-01,157239080000.00
1988-06-01,158830550000.00
1988-07-01,159497380000.00
1988-08-01,160392330000.00
1988-09-01,160481910000.00
1988-10-01,160707000000.00
1988-11-01,160531330000.00
1988-12-01,161319130000.00
1989-01-01,169842910000.00
1989-02-01,169567200000.00
1989-03-01,169843380000.00
1989-04-01,170832280000.00
1989-05-01,172536100000.00
1989-06-01,173961100000.00
1989-07-01,174825220000.00
1989-08-01,175299580000.00
1989-09-01,176195310000.00
1989-10-01,177115280000.00
1989-11-01,177110020000.00
1989-12-01,177985050000.00
1990-01-01,177461190000.00
1990-02-01,176974800000.00
1990-03-01,176753210000.00
1990-04-01,177042530000.00
1990-05-01,177736850000.00
1990-06-01,180120000000.00
1990-07-01,183959410000.00
1990-08-01,184805030000.00
1990-09-01,186141650000.00
1990-10-01,186950170000.00
1990-11-01,187194710000.00
1990-12-01,187737050000.00
1991-01-01,186980380000.00
1991-02-01,186627730000.00
1991-03-01,186689310000.00
1991-04-01,187414380000.00
1991-05-01,188510770000.00
1991-06-01,188611200000.00
1991-07-01,189495040000.00
1991-08-01,190444820000.00
1991-09-01,188516020000.00
1991-10-01,188196080000.00
1991-11-01,186626810000.00
1991-12-01,189012920000.00
1992-01-01,188936990000.00
1992-02-01,189752080000.00
1992-03-01,190887950000.00
1992-04-01,190911800000.00
1992-05-01,190975140000.00
1992-06-01,192729460000.00
1992-07-01,192845210000.00
1992-08-01,195219000000.00
1992-09-01,196172080000.00
1992-10-01,195668840000.00
1992-11-01,197541860000.00
1992-12-01,198832120000.00
1993-01-01,197275710000.00
1993-02-01,197134510000.00
1993-03-01,196739560000.00
1993-04-01,197913580000.00
1993-05-01,196735480000.00
1993-06-01,197204700000.00
1993-07-01,200738110000.00
1993-08-01,202234570000.00
1993-09-01,203401830000.00
1993-10-01,206578880000.00
1993-11-01,208775100000.00
1993-12-01,213109830000.00
1994-01-01,213063090000.00
1994-02-01,213355240000.00
1994-03-01,217539930000.00
1994-04-01,219966380000.00
1994-05-01,223177110000.00
1994-06-01,227479480000.00
1994-07-01,226832640000.00
1994-08-01,230443350000.00
1994-09-01,238555910000.00
1994-10-01,240553730000.00
1994-11-01,243425680000.00
1994-12-01,247958110000.00
1995-01-01,250195370000.00
1995-02-01,249872040000.00
1995-03-01,253909480000.00
1995-04-01,256538340000.00
1995-05-01,260669110000.00
1995-06-01,264787900000.00
1995-07-01,266093290000.00
1995-08-01,270064930000.00
1995-09-01,273349730000.00
1995-10-01,275974050000.00
1995-11-01,282262830000.00
1995-12-01,285844040000.00
1996-01-01,285496580000.00
1996-02-01,286101170000.00
1996-03-01,287684780000.00
1996-04-01,289724920000.00
1996-05-01,295386410000.00
1996-06-01,303932730000.00
1996-07-01,307058890000.00
1996-08-01,309071910000.00
1996-09-01,310633460000.00
1996-10-01,310021810000.00
1996-11-01,311893890000.00
1996-12-01,315926580000.00
1997-01-01,318279130000.00
1997-02-01,318417810000.00
1997-03-01,321671100000.00
1997-04-01,327250650000.00
1997-05-01,330125910000.00
1997-06-01,335809060000.00
1997-07-01,336867480000.00
1997-08-01,337591910000.00
1997-09-01,339973220000.00
1997-10-01,341452960000.00
1997-11-01,343882340000.00
1997-12-01,350397350000.00
1998-01-01,346137350000.00
1998-02-01,345044500000.00
1998-03-01,346672860000.00
1998-04-01,349284190000.00
1998-05-01,350877780000.00
1998-06-01,358187590000.00
1998-07-01,361741400000.00
1998-08-01,364259320000.00
1998-09-01,369486820000.00
1998-10-01,371648170000.00
1998-11-01,374214530000.00
1998-12-01,377026340000.00
1999-01-01,377337010000.00
1999-02-01,379472400000.00
1999-03-01,381845610000.00
1999-04-01,383575870000.00
1999-05-01,391322700000.00
1999-06-01,397369780000.00
1999-07-01,401509110000.00
1999-08-01,406497160000.00
1999-09-01,410375370000.00
1999-10-01,412326650000.00
1999-11-01,415133960000.00
1999-12-01,418351440000.00
2000-01-01,421056340000.00
2000-02-01,422437480000.00
2000-03-01,423323750000.00
2000-04-01,427912640000.00
2000-05-01,432485030000.00
2000-06-01,440928000000.00
2000-07-01,449083130000.00
2000-08-01,456248360000.00
2000-09-01,466632900000.00
2000-10-01,484039740000.00
2000-11-01,490228400000.00
2000-12-01,495908160000.00
2001-01-01,499626060000.00
2001-02-01,504434980000.00
2001-03-01,507303150000.00
2001-04-01,513651530000.00
2001-05-01,515086480000.00
2001-06-01,525218470000.00
2001-07-01,529596630000.00
2001-08-01,537597280000.00
2001-09-01,539689260000.00
2001-10-01,545382550000.00
2001-11-01,560789080000.00
2001-12-01,567353600000.00
2002-01-01,563984320000.00
2002-02-01,570919050000.00
2002-03-01,571134990000.00
2002-04-01,574854890000.00
2002-05-01,577581010000.00
2002-06-01,587204400000.00
2002-07-01,593815440000.00
2002-08-01,592551200000.00
2002-09-01,592529850000.00
2002-10-01,593107780000.00
2002-11-01,594256200000.00
2002-12-01,598344330000.00
2003-01-01,601847630000.00
2003-02-01,597286360000.00
2003-03-01,601137390000.00
2003-04-01,607158350000.00
2003-05-01,606170120000.00
2003-06-01,608202130000.00
2003-07-01,613006740000.00
2003-08-01,622644150000.00
2003-09-01,669647390000.00
2003-10-01,679320730000.00
2003-11-01,679504650000.00
2003-12-01,686085210000.00
2004-01-01,689887490000.00
2004-02-01,687869270000.00
2004-03-01,689370520000.00
2004-04-01,695264060000.00
2004-05-01,704757450000.00
2004-06-01,710912470000.00
2004-07-01,716151500000.00
2004-08-01,723613470000.00
2004-09-01,734800900000.00
2004-10-01,745501610000.00
2004-11-01,751863720000.00
2004-12-01,743896270000.00
2005-01-01,744811650000.00
2005-02-01,746918460000.00
2005-03-01,751034070000.00
2005-04-01,755097870000.00
2005-05-01,757762530000.00
2005-06-01,764988550000.00
2005-07-01,765290440000.00
2005-08-01,767003260000.00
2005-09-01,770467550000.00
2005-10-01,773524180000.00
2005-11-01,775362500000.00
2005-12-01,781358940000.00
2006-01-01,777349900000.00
2006-02-01,767378680000.00
2006-03-01,774480040000.00
2006-04-01,776729980000.00
2006-05-01,777623370000.00
2006-06-01,785318650000.00
2006-07-01,794497220000.00
2006-08-01,805602770000.00
2006-09-01,816345070000.00
2006-10-01,821745980000.00
2006-11-01,824717390000.00
2006-12-01,832937090000.00
2007-01-01,830990100000.00
2007-02-01,828199650000.00
2007-03-01,831085900000.00
2007-04-01,837718920000.00
2007-05-01,844573910000.00
2007-06-01,852963870000.00
2007-07-01,863453140000.00
2007-08-01,879460310000.00
2007-09-01,885527970000.00
2007-10-01,891353350000.00
2007-11-01,892679840000.00
2007-12-01,896985060000.00
2008-01-01,896771210000.00
2008-02-01,893282250000.00
2008-03-01,891590430000.00
2008-04-01,890438550000.00
2008-05-01,892486560000.00
2008-06-01,886753540000.00
2008-07-01,887372900000.00
2008-08-01,885917930000.00
2008-09-01,879803090000.00
2008-10-01,866180440000.00
2008-11-01,855069630000.00
2008-12-01,843686960000.00
2009-01-01,819511570000.00
2009-02-01,803715570000.00
2009-03-01,794688770000.00
2009-04-01,786755450000.00
2009-05-01,780544980000.00
2009-06-01,768923930000.00
2009-07-01,765121920000.00
2009-08-01,761172440000.00
2009-09-01,752414360000.00
2009-10-01,729066300000.00
2009-11-01,718230870000.00
2009-12-01,710913800000.00
2010-01-01,710973400000.00
2010-02-01,702097240000.00
2010-03-01,692658010000.00
2010-04-01,687386630000.00
2010-05-01,681791400000.00
2010-06-01,677809060000.00
2010-07-01,675883260000.00
2010-08-01,673329740000.00
2010-09-01,666627910000.00
2010-10-01,644834450000.00
2010-11-01,642123820000.00
2010-12-01,827673570000.00
2011-01-01,822949000000.00
2011-02-01,816382370000.00
2011-03-01,814946140000.00
2011-04-01,807608640000.00
2011-05-01,807095410000.00
2011-06-01,807581840000.00
2011-07-01,807543510000.00
2011-08-01,808640940000.00
2011-09-01,809532780000.00
2011-10-01,808631200000.00
2011-11-01,811994070000.00
2011-12-01,816723750000.00
2012-01-01,814355550000.00
2012-02-01,812714860000.00
2012-03-01,813331100000.00
2012-04-01,816540550000.00
2012-05-01,811811470000.00
2012-06-01,814053310000.00
2012-07-01,814532250000.00
2012-08-01,820300250000.00
2012-09-01,822652920000.00
2012-10-01,825504760000.00
2012-11-01,829274680000.00
2012-12-01,832667940000.00
2013-01-01,831337870000.00
2013-02-01,828162850000.00
2013-03-01,830011880000.00
2013-04-01,831262520000.00
2013-05-01,836761300000.00
2013-06-01,840678050000.00
2013-07-01,844205430000.00
2013-08-01,847486010000.00
2013-09-01,851375470000.00
2013-10-01,854095930000.00
2013-11-01,851493510000.00
2013-12-01,855549910000.00
2014-01-01,853492960000.00
2014-02-01,849062870000.00
2014-03-01,851145740000.00
2014-04-01,853562960000.00
2014-05-01,856067610000.00
2014-06-01,858480370000.00
2014-07-01,862565820000.00
2014-08-01,866980790000.00
2014-09-01,870335630000.00
2014-10-01,870468330000.00
2014-11-01,872743740000.00
2014-12-01,882566010000.00
2015-01-01,880418130000.00
2015-02-01,878164460000.00
2015-03-01,880378350000.00
2015-04-01,882911560000.00
2015-05-01,886166900000.00
2015-06-01,890876160000.00
2015-07-01,894500560000.00
2015-08-01,896818510000.00
2015-09-01,905935020000.00
2015-10-01,906492750000.00
2015-11-01,904560560000.00
2015-12-01,746629290000.00
2016-01-01,745089170000.00
2016-02-01,740381830000.00
2016-03-01,740714380000.00
2016-04-01,740342600000.00
2016-05-01,740633270000.00
2016-06-01,740651600000.00
2016-07-01,740228180000.00
2016-08-01,745591350000.00
2016-09-01,748190580000.00
2016-10-01,746357800000.00
2016-11-01,745216950000.00
2016-12-01,744559280000.00
2017-01-01,742091040000.00
2017-02-01,737087150000.00
2017-03-01,737382870000.00
2017-04-01,733307650000.00
2017-05-01,735565660000.00
2017-06-01,739114200000.00
2017-07-01,738353580000.00
2017-08-01,737395130000.00
2017-09-01,737241110000.00
2017-10-01,736353450000.00
2017-11-01,737893090000.00
2017-12-01,737276430000.00
2018-01-01,734655980000.00
2018-02-01,730940760000.00
2018-03-01,726411770000.00
2018-04-01,727879270000.00
