Date,MVGFD027MNFRBDAL
1965-11-01,312600000000.00
1965-12-01,309300000000.00
1966-01-01,310200000000.00
1966-02-01,309400000000.00
1966-03-01,309800000000.00
1966-04-01,307900000000.00
1966-05-01,309900000000.00
1966-06-01,306300000000.00
1966-07-01,304900000000.00
1966-08-01,307300000000.00
1966-09-01,310100000000.00
1966-10-01,313600000000.00
1966-11-01,315400000000.00
1966-12-01,319500000000.00
1967-01-01,321000000000.00
1967-02-01,320600000000.00
1967-03-01,324700000000.00
1967-04-01,319400000000.00
1967-05-01,322200000000.00
1967-06-01,313300000000.00
1967-07-01,318200000000.00
1967-08-01,322200000000.00
1967-09-01,322300000000.00
1967-10-01,323900000000.00
1967-11-01,327900000000.00
1967-12-01,327900000000.00
1968-01-01,332000000000.00
1968-02-01,337200000000.00
1968-03-01,333600000000.00
1968-04-01,331000000000.00
1968-05-01,336300000000.00
1968-06-01,333400000000.00
1968-07-01,339400000000.00
1968-08-01,342700000000.00
1968-09-01,342600000000.00
1968-10-01,344000000000.00
1968-11-01,342600000000.00
1968-12-01,339400000000.00
1969-01-01,341000000000.00
1969-02-01,339300000000.00
1969-03-01,340400000000.00
1969-04-01,340600000000.00
1969-05-01,339100000000.00
1969-06-01,331000000000.00
1969-07-01,334500000000.00
1969-08-01,336800000000.00
1969-09-01,331800000000.00
1969-10-01,340700000000.00
1969-11-01,342100000000.00
1969-12-01,338900000000.00
1970-01-01,339300000000.00
1970-02-01,347200000000.00
1970-03-01,350700000000.00
1970-04-01,341600000000.00
1970-05-01,345100000000.00
1970-06-01,346700000000.00
1970-07-01,354400000000.00
1970-08-01,358300000000.00
1970-09-01,359300000000.00
1970-10-01,361800000000.00
1970-11-01,373100000000.00
1970-12-01,378200000000.00
1971-01-01,381100000000.00
1971-02-01,385800000000.00
1971-03-01,389500000000.00
1971-04-01,383000000000.00
1971-05-01,387200000000.00
1971-06-01,382500000000.00
1971-07-01,389300000000.00
1971-08-01,405900000000.00
1971-09-01,404300000000.00
1971-10-01,406900000000.00
1971-11-01,408800000000.00
1971-12-01,419800000000.00
1972-01-01,417500000000.00
1972-02-01,419400000000.00
1972-03-01,419300000000.00
1972-04-01,419200000000.00
1972-05-01,422800000000.00
1972-06-01,419900000000.00
1972-07-01,426100000000.00
1972-08-01,426800000000.00
1972-09-01,424800000000.00
1972-10-01,431100000000.00
1972-11-01,436600000000.00
1972-12-01,439900000000.00
1973-01-01,438000000000.00
1973-02-01,440600000000.00
1973-03-01,443300000000.00
1973-04-01,442800000000.00
1973-05-01,441900000000.00
1973-06-01,441100000000.00
1973-07-01,435000000000.00
1973-08-01,441800000000.00
1973-09-01,447200000000.00
1973-10-01,448700000000.00
1973-11-01,449800000000.00
1973-12-01,454900000000.00
1974-01-01,453100000000.00
1974-02-01,455000000000.00
1974-03-01,453100000000.00
1974-04-01,447600000000.00
1974-05-01,452400000000.00
1974-06-01,451800000000.00
1974-07-01,451000000000.00
1974-08-01,455400000000.00
1974-09-01,460500000000.00
1974-10-01,460900000000.00
1974-11-01,469100000000.00
1974-12-01,478700000000.00
1975-01-01,483000000000.00
1975-02-01,490800000000.00
1975-03-01,498000000000.00
1975-04-01,501000000000.00
1975-05-01,517100000000.00
1975-06-01,520900000000.00
1975-07-01,523500000000.00
1975-08-01,532200000000.00
1975-09-01,535300000000.00
1975-10-01,551200000000.00
1975-11-01,554200000000.00
1975-12-01,567800000000.00
1976-01-01,577400000000.00
1976-02-01,586000000000.00
1976-03-01,594100000000.00
1976-04-01,595700000000.00
1976-05-01,599500000000.00
1976-06-01,611500000000.00
1976-07-01,617400000000.00
1976-08-01,630000000000.00
1976-09-01,632400000000.00
1976-10-01,637300000000.00
1976-11-01,650500000000.00
1976-12-01,660100000000.00
1977-01-01,650600000000.00
1977-02-01,659700000000.00
1977-03-01,666200000000.00
1977-04-01,667700000000.00
1977-05-01,668700000000.00
1977-06-01,673400000000.00
1977-07-01,668800000000.00
1977-08-01,681100000000.00
1977-09-01,692300000000.00
1977-10-01,687100000000.00
1977-11-01,698900000000.00
1977-12-01,706800000000.00
1978-01-01,707300000000.00
1978-02-01,714600000000.00
1978-03-01,721800000000.00
1978-04-01,718300000000.00
1978-05-01,720400000000.00
1978-06-01,724600000000.00
1978-07-01,727900000000.00
1978-08-01,742900000000.00
1978-09-01,747400000000.00
1978-10-01,744800000000.00
1978-11-01,752700000000.00
1978-12-01,752200000000.00
1979-01-01,759300000000.00
1979-02-01,758000000000.00
1979-03-01,764900000000.00
1979-04-01,763000000000.00
1979-05-01,776300000000.00
1979-06-01,782700000000.00
1979-07-01,781700000000.00
1979-08-01,782200000000.00
1979-09-01,790600000000.00
1979-10-01,768100000000.00
1979-11-01,786600000000.00
1979-12-01,798100000000.00
1980-01-01,790000000000.00
1980-02-01,769400000000.00
1980-03-01,780200000000.00
1980-04-01,827300000000.00
1980-05-01,852200000000.00
1980-06-01,855900000000.00
1980-07-01,848500000000.00
1980-08-01,840100000000.00
1980-09-01,847100000000.00
1980-10-01,837000000000.00
1980-11-01,837600000000.00
1980-12-01,863800000000.00
1981-01-01,864100000000.00
1981-02-01,871200000000.00
1981-03-01,896800000000.00
1981-04-01,876900000000.00
1981-05-01,889300000000.00
1981-06-01,892600000000.00
1981-07-01,881300000000.00
1981-08-01,877000000000.00
1981-09-01,892100000000.00
1981-10-01,922600000000.00
1981-11-01,968400000000.00
1981-12-01,961400000000.00
1982-01-01,966100000000.00
1982-02-01,979400000000.00
1982-03-01,991900000000.00
1982-04-01,1005800000000.00
1982-05-01,1015900000000.00
1982-06-01,1008300000000.00
1982-07-01,1038800000000.00
1982-08-01,1081400000000.00
1982-09-01,1130800000000.00
1982-10-01,1154700000000.00
1982-11-01,1170500000000.00
1982-12-01,1212100000000.00
1983-01-01,1206900000000.00
1983-02-01,1232600000000.00
1983-03-01,1251200000000.00
1983-04-01,1265000000000.00
1983-05-01,1291600000000.00
1983-06-01,1314100000000.00
1983-07-01,1299800000000.00
1983-08-01,1318500000000.00
1983-09-01,1362600000000.00
1983-10-01,1365300000000.00
1983-11-01,1372000000000.00
1983-12-01,1385400000000.00
1984-01-01,1418800000000.00
1984-02-01,1426800000000.00
1984-03-01,1419800000000.00
1984-04-01,1433400000000.00
1984-05-01,1413600000000.00
1984-06-01,1428500000000.00
1984-07-01,1479700000000.00
1984-08-01,1504300000000.00
1984-09-01,1528000000000.00
1984-10-01,1595700000000.00
1984-11-01,1623200000000.00
1984-12-01,1660800000000.00
1985-01-01,1688200000000.00
1985-02-01,1676700000000.00
1985-03-01,1697800000000.00
1985-04-01,1732900000000.00
1985-05-01,1796800000000.00
1985-06-01,1821100000000.00
1985-07-01,1831400000000.00
1985-08-01,1858300000000.00
1985-09-01,1860500000000.00
1985-10-01,1879800000000.00
1985-11-01,1965500000000.00
1985-12-01,2039300000000.00
1986-01-01,2050300000000.00
1986-02-01,2114500000000.00
1986-03-01,2168400000000.00
1986-04-01,2183700000000.00
1986-05-01,2162800000000.00
1986-06-01,2225000000000.00
1986-07-01,2237300000000.00
1986-08-01,2292200000000.00
1986-09-01,2277600000000.00
1986-10-01,2307300000000.00
1986-11-01,2355300000000.00
1986-12-01,2378100000000.00
1987-01-01,2392800000000.00
1987-02-01,2413300000000.00
1987-03-01,2394800000000.00
1987-04-01,2363500000000.00
1987-05-01,2364900000000.00
1987-06-01,2393600000000.00
1987-07-01,2372500000000.00
1987-08-01,2387500000000.00
1987-09-01,2350500000000.00
1987-10-01,2436300000000.00
1987-11-01,2456600000000.00
1987-12-01,2484000000000.00
1988-01-01,2546500000000.00
1988-02-01,2576300000000.00
1988-03-01,2558600000000.00
1988-04-01,2550300000000.00
1988-05-01,2543000000000.00
1988-06-01,2595400000000.00
1988-07-01,2575600000000.00
1988-08-01,2586100000000.00
1988-09-01,2637000000000.00
1988-10-01,2678800000000.00
1988-11-01,2676300000000.00
1988-12-01,2694400000000.00
1989-01-01,2717500000000.00
1989-02-01,2717300000000.00
1989-03-01,2730300000000.00
1989-04-01,2768900000000.00
1989-05-01,2823800000000.00
1989-06-01,2901800000000.00
1989-07-01,2932600000000.00
1989-08-01,2919600000000.00
1989-09-01,2929800000000.00
1989-10-01,3011600000000.00
1989-11-01,3040000000000.00
1989-12-01,3071300000000.00
1990-01-01,3035600000000.00
1990-02-01,3043900000000.00
1990-03-01,3087400000000.00
1990-04-01,3062800000000.00
1990-05-01,3138300000000.00
1990-06-01,3205600000000.00
1990-07-01,3240700000000.00
1990-08-01,3235700000000.00
1990-09-01,3264500000000.00
1990-10-01,3325900000000.00
1990-11-01,3414600000000.00
1990-12-01,3469800000000.00
1991-01-01,3524600000000.00
1991-02-01,3568600000000.00
1991-03-01,3571100000000.00
1991-04-01,3560400000000.00
1991-05-01,3603300000000.00
1991-06-01,3623500000000.00
1991-07-01,3674900000000.00
1991-08-01,3750400000000.00
1991-09-01,3807200000000.00
1991-10-01,3894700000000.00
1991-11-01,3935900000000.00
1991-12-01,4066600000000.00
1992-01-01,4009300000000.00
1992-02-01,4021400000000.00
1992-03-01,4038000000000.00
1992-04-01,4049100000000.00
1992-05-01,4126600000000.00
1992-06-01,4194900000000.00
1992-07-01,4226800000000.00
1992-08-01,4316000000000.00
1992-09-01,4341800000000.00
1992-10-01,4299200000000.00
1992-11-01,4372200000000.00
1992-12-01,4412800000000.00
1993-01-01,4446000000000.00
1993-02-01,4519600000000.00
1993-03-01,4541600000000.00
1993-04-01,4570500000000.00
1993-05-01,4590600000000.00
1993-06-01,4701200000000.00
1993-07-01,4692300000000.00
1993-08-01,4793900000000.00
1993-09-01,4798700000000.00
1993-10-01,4804100000000.00
1993-11-01,4816600000000.00
1993-12-01,4853900000000.00
1994-01-01,4875900000000.00
1994-02-01,4812100000000.00
1994-03-01,4737900000000.00
1994-04-01,4686700000000.00
1994-05-01,4702800000000.00
1994-06-01,4713800000000.00
1994-07-01,4741300000000.00
1994-08-01,4780200000000.00
1994-09-01,4716500000000.00
1994-10-01,4736800000000.00
1994-11-01,4753300000000.00
1994-12-01,4774000000000.00
1995-01-01,4830400000000.00
1995-02-01,4919300000000.00
1995-03-01,4932000000000.00
1995-04-01,4945800000000.00
1995-05-01,5113500000000.00
1995-06-01,5167500000000.00
1995-07-01,5143500000000.00
1995-08-01,5175000000000.00
1995-09-01,5192500000000.00
1995-10-01,5234900000000.00
1995-11-01,5270800000000.00
1995-12-01,5305800000000.00
1996-01-01,5307900000000.00
1996-02-01,5241100000000.00
1996-03-01,5296200000000.00
1996-04-01,5239900000000.00
1996-05-01,5239300000000.00
1996-06-01,5294800000000.00
1996-07-01,5311500000000.00
1996-08-01,5303100000000.00
1996-09-01,5357400000000.00
1996-10-01,5436700000000.00
1996-11-01,5529300000000.00
1996-12-01,5496200000000.00
1997-01-01,5471700000000.00
1997-02-01,5491600000000.00
1997-03-01,5464200000000.00
1997-04-01,5458300000000.00
1997-05-01,5468600000000.00
1997-06-01,5520400000000.00
1997-07-01,5604500000000.00
1997-08-01,5576000000000.00
1997-09-01,5623900000000.00
1997-10-01,5678300000000.00
1997-11-01,5713000000000.00
1997-12-01,5777000000000.00
1998-01-01,5808600000000.00
1998-02-01,5805500000000.00
1998-03-01,5817400000000.00
1998-04-01,5771700000000.00
1998-05-01,5801300000000.00
1998-06-01,5866600000000.00
1998-07-01,5833100000000.00
1998-08-01,5967100000000.00
1998-09-01,6017500000000.00
1998-10-01,6020200000000.00
1998-11-01,6028000000000.00
1998-12-01,6035800000000.00
1999-01-01,6042300000000.00
1999-02-01,5925400000000.00
1999-03-01,5947500000000.00
1999-04-01,5876500000000.00
1999-05-01,5837900000000.00
1999-06-01,5848400000000.00
1999-07-01,5820700000000.00
1999-08-01,5832300000000.00
1999-09-01,5828500000000.00
1999-10-01,5830400000000.00
1999-11-01,5814400000000.00
1999-12-01,5852500000000.00
2000-01-01,5777200000000.00
2000-02-01,5835200000000.00
2000-03-01,5926600000000.00
2000-04-01,5813700000000.00
2000-05-01,5760000000000.00
2000-06-01,5839800000000.00
2000-07-01,5832100000000.00
2000-08-01,5883800000000.00
2000-09-01,5869100000000.00
2000-10-01,5867600000000.00
2000-11-01,5969500000000.00
2000-12-01,5984400000000.00
2001-01-01,6065500000000.00
2001-02-01,6112700000000.00
2001-03-01,6145700000000.00
2001-04-01,5969700000000.00
2001-05-01,5964800000000.00
2001-06-01,6030700000000.00
2001-07-01,6089100000000.00
2001-08-01,6159600000000.00
2001-09-01,6251200000000.00
2001-10-01,6349500000000.00
2001-11-01,6290300000000.00
2001-12-01,6292800000000.00
2002-01-01,6289000000000.00
2002-02-01,6370500000000.00
2002-03-01,6267200000000.00
2002-04-01,6318400000000.00
2002-05-01,6350800000000.00
2002-06-01,6504600000000.00
2002-07-01,6601300000000.00
2002-08-01,6725100000000.00
2002-09-01,6834900000000.00
2002-10-01,6819700000000.00
2002-11-01,6818400000000.00
2002-12-01,6975800000000.00
2003-01-01,6941900000000.00
2003-02-01,7040200000000.00
2003-03-01,7011900000000.00
2003-04-01,7009300000000.00
2003-05-01,7218700000000.00
2003-06-01,7290000000000.00
2003-07-01,7163800000000.00
2003-08-01,7198900000000.00
2003-09-01,7302600000000.00
2003-10-01,7309900000000.00
2003-11-01,7345300000000.00
2003-12-01,7444800000000.00
2004-01-01,7480200000000.00
2004-02-01,7604100000000.00
2004-03-01,7656900000000.00
2004-04-01,7479000000000.00
2004-05-01,7517600000000.00
2004-06-01,7599100000000.00
2004-07-01,7655700000000.00
2004-08-01,7769700000000.00
2004-09-01,7788200000000.00
2004-10-01,7862000000000.00
2004-11-01,7870900000000.00
2004-12-01,7976200000000.00
2005-01-01,8023200000000.00
2005-02-01,8043200000000.00
2005-03-01,8075700000000.00
2005-04-01,8135800000000.00
2005-05-01,8194000000000.00
2005-06-01,8268700000000.00
2005-07-01,8214700000000.00
2005-08-01,8324700000000.00
2005-09-01,8244100000000.00
2005-10-01,8268700000000.00
2005-11-01,8332300000000.00
2005-12-01,8449700000000.00
2006-01-01,8445100000000.00
2006-02-01,8504400000000.00
2006-03-01,8515200000000.00
2006-04-01,8463400000000.00
2006-05-01,8440300000000.00
2006-06-01,8497300000000.00
2006-07-01,8570700000000.00
2006-08-01,8700300000000.00
2006-09-01,8721600000000.00
2006-10-01,8800600000000.00
2006-11-01,8892600000000.00
2006-12-01,8868200000000.00
2007-01-01,8871600000000.00
2007-02-01,9014500000000.00
2007-03-01,9064000000000.00
2007-04-01,9066000000000.00
2007-05-01,8966100000000.00
2007-06-01,8977000000000.00
2007-07-01,9124900000000.00
2007-08-01,9259500000000.00
2007-09-01,9279900000000.00
2007-10-01,9384700000000.00
2007-11-01,9644800000000.00
2007-12-01,9702100000000.00
2008-01-01,9883800000000.00
2008-02-01,10039700000000.00
2008-03-01,10128000000000.00
2008-04-01,9932800000000.00
2008-05-01,9824800000000.00
2008-06-01,9969000000000.00
2008-07-01,10045500000000.00
2008-08-01,10134700000000.00
2008-09-01,10475300000000.00
2008-10-01,10904600000000.00
2008-11-01,11285200000000.00
2008-12-01,11565900000000.00
2009-01-01,11307600000000.00
2009-02-01,11484800000000.00
2009-03-01,11877400000000.00
2009-04-01,11817000000000.00
2009-05-01,11822800000000.00
2009-06-01,12003000000000.00
2009-07-01,12128600000000.00
2009-08-01,12306600000000.00
2009-09-01,12455300000000.00
2009-10-01,12433400000000.00
2009-11-01,12748400000000.00
2009-12-01,12697400000000.00
2010-01-01,12786800000000.00
2010-02-01,12922500000000.00
2010-03-01,13158100000000.00
2010-04-01,13417300000000.00
2010-05-01,13582800000000.00
2010-06-01,13944300000000.00
2010-07-01,14004600000000.00
2010-08-01,14394400000000.00
2010-09-01,14487600000000.00
2010-10-01,14585500000000.00
2010-11-01,14648200000000.00
2010-12-01,14595800000000.00
2011-01-01,14668800000000.00
2011-02-01,14699400000000.00
2011-03-01,14741100000000.00
2011-04-01,14892100000000.00
2011-05-01,15052000000000.00
2011-06-01,14993200000000.00
2011-07-01,15198900000000.00
2011-08-01,15807000000000.00
2011-09-01,16067800000000.00
2011-10-01,16216800000000.00
2011-11-01,16350900000000.00
2011-12-01,16555200000000.00
2012-01-01,16730000000000.00
2012-02-01,16748500000000.00
2012-03-01,16678300000000.00
2012-04-01,16947400000000.00
2012-05-01,17236600000000.00
2012-06-01,17244600000000.00
2012-07-01,17448000000000.00
2012-08-01,17466700000000.00
2012-09-01,17468300000000.00
2012-10-01,17603700000000.00
2012-11-01,17748400000000.00
2012-12-01,17716500000000.00
2013-01-01,17572200000000.00
2013-02-01,17883300000000.00
2013-03-01,17959300000000.00
2013-04-01,18115300000000.00
2013-05-01,17688800000000.00
2013-06-01,17430800000000.00
2013-07-01,17387700000000.00
2013-08-01,17241500000000.00
2013-09-01,17347800000000.00
2013-10-01,17805600000000.00
2013-11-01,17775200000000.00
2013-12-01,17725100000000.00
2014-01-01,17895200000000.00
2014-02-01,18073600000000.00
2014-03-01,18133500000000.00
2014-04-01,18106900000000.00
2014-05-01,18238600000000.00
2014-06-01,18306800000000.00
2014-07-01,18319500000000.00
2014-08-01,18517300000000.00
2014-09-01,18451000000000.00
2014-10-01,18672600000000.00
2014-11-01,18862400000000.00
2014-12-01,18968600000000.00
2015-01-01,19356000000000.00
2015-02-01,19127900000000.00
2015-03-01,19170000000000.00
2015-04-01,19064800000000.00
2015-05-01,18957800000000.00
2015-06-01,18779000000000.00
2015-07-01,18895300000000.00
2015-08-01,18816900000000.00
2015-09-01,18932000000000.00
2015-10-01,18860300000000.00
2015-11-01,19456900000000.00
2015-12-01,19477800000000.00
2016-01-01,19877600000000.00
2016-02-01,20101600000000.00
2016-03-01,20265400000000.00
2016-04-01,20136500000000.00
2016-05-01,20160800000000.00
2016-06-01,20634800000000.00
2016-07-01,20717100000000.00
2016-08-01,20647700000000.00
2016-09-01,20691400000000.00
2016-10-01,20721100000000.00
2016-11-01,20394100000000.00
2016-12-01,20380800000000.00
2017-01-01,20361700000000.00
2017-02-01,20403500000000.00
2017-03-01,20279100000000.00
2017-04-01,20348100000000.00
2017-05-01,20398900000000.00
2017-06-01,20328700000000.00
2017-07-01,20325000000000.00
2017-08-01,20473500000000.00
2017-09-01,20715000000000.00
2017-10-01,20867300000000.00
2017-11-01,20969400000000.00
2017-12-01,20904400000000.00
2018-01-01,20673200000000.00
2018-02-01,20875200000000.00
2018-03-01,21216000000000.00
2018-04-01,21024200000000.00
2018-05-01,21182200000000.00
2018-06-01,21274186363636.37
2018-06-29,21345275233100.24
