Date,U25CTI
1999-07-01,2931000000.00
1999-08-01,2886000000.00
1999-09-01,2864000000.00
1999-10-01,2874000000.00
1999-11-01,2853000000.00
1999-12-01,2872000000.00
2000-01-01,2946000000.00
2000-02-01,2968000000.00
2000-03-01,3016000000.00
2000-04-01,2975000000.00
2000-05-01,3018000000.00
2000-06-01,3055000000.00
2000-07-01,3012000000.00
2000-08-01,2941000000.00
2000-09-01,2914000000.00
2000-10-01,2917000000.00
2000-11-01,2847000000.00
2000-12-01,2875000000.00
2001-01-01,2977000000.00
2001-02-01,2982000000.00
2001-03-01,3071000000.00
2001-04-01,3065000000.00
2001-05-01,3018000000.00
2001-06-01,2954000000.00
2001-07-01,2947000000.00
2001-08-01,2864000000.00
2001-09-01,2780000000.00
2001-10-01,2779000000.00
2001-11-01,2675000000.00
2001-12-01,2622000000.00
2002-01-01,2705000000.00
2002-02-01,2718000000.00
2002-03-01,2766000000.00
2002-04-01,2728000000.00
2002-05-01,2697000000.00
2002-06-01,2715000000.00
2002-07-01,2757000000.00
2002-08-01,2691000000.00
2002-09-01,2626000000.00
2002-10-01,2661000000.00
2002-11-01,2614000000.00
2002-12-01,2570000000.00
2003-01-01,2685000000.00
2003-02-01,2721000000.00
2003-03-01,2760000000.00
2003-04-01,2754000000.00
2003-05-01,2724000000.00
2003-06-01,2671000000.00
2003-07-01,2664000000.00
2003-08-01,2631000000.00
2003-09-01,2599000000.00
2003-10-01,2526000000.00
2003-11-01,2498000000.00
2003-12-01,2476000000.00
2004-01-01,2617000000.00
2004-02-01,2657000000.00
2004-03-01,2665000000.00
2004-04-01,2656000000.00
2004-05-01,2666000000.00
2004-06-01,2659000000.00
2004-07-01,2657000000.00
2004-08-01,2625000000.00
2004-09-01,2603000000.00
2004-10-01,2600000000.00
2004-11-01,2605000000.00
2004-12-01,2624000000.00
2005-01-01,2715000000.00
2005-02-01,2806000000.00
2005-03-01,2881000000.00
2005-04-01,2878000000.00
2005-05-01,2913000000.00
2005-06-01,2953000000.00
2005-07-01,2954000000.00
2005-08-01,2896000000.00
2005-09-01,2793000000.00
2005-10-01,2808000000.00
2005-11-01,2771000000.00
2005-12-01,2769000000.00
2006-01-01,2962000000.00
2006-02-01,3106000000.00
2006-03-01,3113000000.00
2006-04-01,3105000000.00
2006-05-01,3073000000.00
2006-06-01,3116000000.00
2006-07-01,3090000000.00
2006-08-01,3089000000.00
2006-09-01,3012000000.00
2006-10-01,2982000000.00
2006-11-01,2941000000.00
2006-12-01,2901000000.00
2007-01-01,3059000000.00
2007-02-01,3163000000.00
2007-03-01,3118000000.00
2007-04-01,3112000000.00
2007-05-01,3093000000.00
2007-06-01,3127000000.00
2007-07-01,3115000000.00
2007-08-01,3141000000.00
2007-09-01,3014000000.00
2007-10-01,2934000000.00
2007-11-01,2961000000.00
2007-12-01,2931000000.00
2008-01-01,3094000000.00
2008-02-01,3210000000.00
2008-03-01,3350000000.00
2008-04-01,3313000000.00
2008-05-01,3285000000.00
2008-06-01,3278000000.00
2008-07-01,3199000000.00
2008-08-01,3218000000.00
2008-09-01,3185000000.00
2008-10-01,3058000000.00
2008-11-01,3031000000.00
2008-12-01,2967000000.00
2009-01-01,3160000000.00
2009-02-01,3215000000.00
2009-03-01,3152000000.00
2009-04-01,3074000000.00
2009-05-01,3024000000.00
2009-06-01,2999000000.00
2009-07-01,2984000000.00
2009-08-01,2917000000.00
2009-09-01,2822000000.00
2009-10-01,2772000000.00
2009-11-01,2711000000.00
2009-12-01,2651000000.00
2010-01-01,2809000000.00
2010-02-01,2926000000.00
2010-03-01,2928000000.00
2010-04-01,2920000000.00
2010-05-01,2962000000.00
2010-06-01,2985000000.00
2010-07-01,2991000000.00
2010-08-01,2960000000.00
2010-09-01,2946000000.00
2010-10-01,2873000000.00
2010-11-01,2921000000.00
2010-12-01,2907000000.00
2011-01-01,3111000000.00
2011-02-01,3239000000.00
2011-03-01,3284000000.00
2011-04-01,3338000000.00
2011-05-01,3323000000.00
2011-06-01,3340000000.00
2011-07-01,3329000000.00
2011-08-01,3327000000.00
2011-09-01,3238000000.00
2011-10-01,3204000000.00
2011-11-01,3232000000.00
2011-12-01,3190000000.00
2012-01-01,3428000000.00
2012-02-01,3554000000.00
2012-03-01,3435000000.00
2012-04-01,3504000000.00
2012-05-01,3492000000.00
2012-06-01,3506000000.00
2012-07-01,3563000000.00
2012-08-01,3498000000.00
2012-09-01,3387000000.00
2012-10-01,3309000000.00
2012-11-01,3301000000.00
2012-12-01,3290000000.00
2013-01-01,3548000000.00
2013-02-01,3649000000.00
2013-03-01,3723000000.00
2013-04-01,3828000000.00
2013-05-01,3714000000.00
2013-06-01,3691000000.00
2013-07-01,3668000000.00
2013-08-01,3583000000.00
2013-09-01,3496000000.00
2013-10-01,3480000000.00
2013-11-01,3528000000.00
2013-12-01,3499000000.00
2014-01-01,3664000000.00
2014-02-01,3736000000.00
2014-03-01,3748000000.00
2014-04-01,3778000000.00
2014-05-01,3724000000.00
2014-06-01,3681000000.00
2014-07-01,3672000000.00
2014-08-01,3574000000.00
2014-09-01,3536000000.00
2014-10-01,3530000000.00
2014-11-01,3552000000.00
2014-12-01,3495000000.00
2015-01-01,3672000000.00
2015-02-01,3747000000.00
2015-03-01,3783000000.00
2015-04-01,3807000000.00
2015-05-01,3638000000.00
2015-06-01,3490000000.00
2015-07-01,3559000000.00
2015-08-01,3448000000.00
2015-09-01,3450000000.00
2015-10-01,3386000000.00
2015-11-01,3353000000.00
2015-12-01,3363000000.00
2016-01-01,3517000000.00
2016-02-01,3593000000.00
2016-03-01,3590000000.00
2016-04-01,3618000000.00
2016-05-01,3605000000.00
2016-06-01,3576000000.00
2016-07-01,3530000000.00
2016-08-01,3494000000.00
2016-09-01,3441000000.00
2016-10-01,3398000000.00
2016-11-01,3401000000.00
2016-12-01,3381000000.00
2017-01-01,3535000000.00
2017-02-01,3648000000.00
2017-03-01,3683000000.00
2017-04-01,3746000000.00
2017-05-01,3741000000.00
2017-06-01,3747000000.00
2017-07-01,3740000000.00
2017-08-01,3672000000.00
2017-09-01,3672000000.00
2017-10-01,3691000000.00
2017-11-01,3690000000.00
2017-12-01,3681000000.00
2018-01-01,3855000000.00
2018-02-01,3921000000.00
2018-03-01,3959000000.00
2018-04-01,4006000000.00
